language_id,questions,option1,option2,option3,option4,answer
1,Firefighter uniform is coated with a plastic that is fire resistant. Identify the plastic from the given options.,Teflon,Melamine,PET,Polyester,option2
1,Describe what lustre means.,How an object reflects light,How soft an object is,If an object floats,If an object can be dug out of the earth,option1
1,Choose all properties of metal:,Lustrous,Malleable,Good Conductors,All of the above,option4
1,Which of the following pairs is an exception for the property of 'Hardness' for metals?,Sodium & Mercury,Sodium & Potassium,Potassium & Iodine,Potassium & Sulphur,option2
1,Seema has learnt that non-metals on beating with a hammer are generally broken into pieces. Which of the following is a nonmetal?,Iron nail,Copper plate,Aluminium wire,Piece of coal,option4
1,Which of the following substances will be flattened on beating with a hammer?,Crystal of iodine,Piece of coal,Lump of sulfur,Zinc granule,option4
1,Which part of our body vibrates when we produce sound?,Ear canal,Oesophagus,Larynx,Ear drum,Option3
1,Eardrum is comparable to which of the following?,Strings of a violin,Strings of a guitar,Membrane of a tabla,Air column in flute,Option3
1,"In which of the following methods of irrigation, rotating nozzles are used?",Moat,Drip system,Chain Pump,Sprinkler system,option4
1,Select the method(s) of irrigation which can be employed in an uneven land.,Moat,Sprinkler,Drip System,Both 'a' and 'b',option4
