language_id,questions,option1,option2,option3,option4,answer
6,What are floods?,Cities experience water clogging due to prolonged rainfall.,Overflowing sewers,Excessive precipitation leads to overflowing water bodies.,None of the above,option3
,,,,,,
6,What is a drought?,Shortage/ deficiency of water,Too much precipitation,Too many people using water,Strong winds,option1
,,,,,,
6,How can we conserve water?,By avoiding wastage of water,By avoiding wastage of water,By using water carefully,All of these,option4
,,,,,,
6,What does 'biodegradable' mean?,It breaks down in nature,Bad for environment,Perfect for composting,Can be eaten,option1
,,,,,,
6,What waste is obtained from Animals and Plants?,Biodegradable waste,Non degradable waste,Plastic waste,None of the above,option1
,,,,,,
6,Which substances are difficult to dispose of?,Glass,Wood,Rubber,None of these,option1
,,,,,,
6,Correct method to dispose of garbage?,To prepare manure from biodegradable garbage,To recycle non-degradable garbage,Both b) and c),None of these,option3
,,,,,,
6,What can be recycled?,Waste paper,Leather shoes,Animal waste,Kitchen waste,option1
,,,,,,
6,Recyclable materials collected in, Red bins,Blue bins,Yellow bins,Green bins,option2
,,,,,,
6,Recycling label arrows,One arrow,Two arrow, Three arrow,Four arrow,option3
,,,,,,
6,Choose 'Reduce' example, Bringing newspapers to recycling center,Using plastic bags as garbage bags,Using less water during a shower,All of the above,option3
,,,,,,
6,Three Rs hierarchy,"Reduce, reuse, recycle "," Reuse, recycle, reduce","Reuse, reduce, recycle ","Recycle, reduce, reuse",option1
,,,,,,
6,What do you mean by 3Rs in waste management?,"'Reduce', 'Reuse' and 'Recycle'","'Reoccur', 'Reuse' and 'Refuse'","'Reduce', 'Rush' and 'Recalculate'",None of the above,option1
,,,,,,
6,What is the meaning of 'Reduce' in waste management?,Reduce the amount of any kind waste produced,Reduce the amount of only dry waste produced,Reduce the amount of only wet waste produced,Reduce the amount of time spent in waste segregation,option1
,,,,,,
6,The method of preparing compost with the help of earthworms is called,Composting,Vermicomposting,Manuring,Decomposing,option2
,,,,,,
6,Vermicompost is,Food waste of earthworms,Excreta of earthworms,Dead skin of earthworms,Dead body parts of earthworms,option2
,,,,,,
6,Which body parts help fish move about in the water?,Mouths and gills,Legs and scales,Wings and tails,Fins and tails,option4
,,,,,,
6,Which category of plants possesses the feature of thick and hard stems?,Herb,Shrub,Tree,Climber,option3
,,,,,,
6,"If I possess a tender green stem, what am I?",Tree,Herb,Shrub,None,option2
,,,,,,
6,Which type of plant has a weak stem?,Herb,Creeper,Shrub,None,option2
,,,,,,
6,"Which part of the plant bears fruits, branches, buds?",Stem,Root, Leaves,None of the above,option1
,,,,,,
6,Plant part preventing soil erosion,Root,Flower,Leaves,Stem,option1
,,,,,,
6,Water comes out of a leaf in a form of vapour by a process called,Transpiration,Evaporation, Respiration, Photosynthesis,option1
,,,,,,
6,Which part of the plants allow water to transpire?,Stomata,Roots, Flowers,Fruits,option1
,,,,,,
6,Leaves prepare their own food in the process of ,Evaporation,Condensation,Roots and stem,Photosynthesis,option4
,,,,,,
6,The food prepared by leaves are stored in,Stem,Roots,Veins,Different parts of plants,option4
,,,,,,
6,The plants and animals that live on land belong to which of the following habitats?,Terrestrial habitat,Aquatic habitat,Both aquatic and terrestrial,None of the above,option1
,,,,,,
6,All of the living and nonliving things interact with each other in an area known as?,Community,Habitat,Population,Ecosystem,option4
,,,,,,
6,What is the habitat of a giraffe?,Mountains,Grasslands,Ocean,Lake,option2
,,,,,,
6,Why does a fish have slippery scales?,To make other animals jealous,To swim in water easily,To reflect sunlight,All of the above,option2
,,,,,,
6,What do you call an animal that kills and eats another animal?,A prey,A predator,An omnivore,A carnivore,option2
,,,,,,
6,"Which habitat is very dry, has little plant life, and is harsh for animals?",Grasslands,Temperate Forest,Desert,Polar Regions,option3
,,,,,,
6,How many pairs of ribs are there in the human body?,8,9,12,17,option3
,,,,,,
6,How many degrees can a hinge joint move?,120 degrees,150 degrees,360 degrees,180 degrees,option4
,,,,,,
6,How many skeletal muscles are needed to move a bone?,A pair,Single,Triple,None of the above,option1
,,,,,,
6,What type of injuries do doctors examine using X-ray films?,Injuries of bone,Injuries of muscles,Skin injuries,Joint injuries,option1
,,,,,,
6,Who crawls on the ground by alternately looping sideways?,Fish,Snail,Snake,Earthworm,option3
,,,,,,
6,How does the earthworm move?,By dragging,By crawling making alternate loops,By alternate extension and contraction of the body,By alternate looping,option3
,,,,,,
6,Which creature can walk on land and fly in the air?,Cockroaches,Earthworms,Snakes,All of the above,option1
,,,,,,
6,What animal moves sideways with a long backbone and muscles?,Fish,Earthworm,Snails,Snakes,option4
,,,,,,
6,Name the materials required to prepare a food item as a whole,Nutrients,Ingredients,Nourishments,Minerals,option2
,,,,,,
6,Which of the following ingredients cannot be obtained from a plant or an animal source?,Oil,Asafetida (hing),Salt,Pepper,option3
6,Pick the odd one out,Chicken,Egg,Cheese,Onion,option4
,,,,,,
6,Ingredient of Dosa,Meat,Pumpkin,Rice,Coffee,option3
,,,,,,
6,Lions eat the flesh of other animals. Choose the correct category for lions.,Omnivore,Herbivore, Carnivore,None of the above,option3
,,,,,,
6,Foods good sources of protein,Candy,Bread,"Meat, fish, eggs",Popcorn,option3
,,,,,,
6,Which source of protein is different from others?,Peas,Green gram,Soya beans,Cottage cheese (paneer),option4
,,,,,,
6,Vitamin prepared by body in sunlight,Vitamin A,Vitamin C,Vitamin D,Vitamin B1,option3
,,,,,,
6,"Food item providing vitamins, minerals, and proteins",Whole grain food,Fatty fish,Plant oil,Nuts,option4
,,,,,,
6,Diet containing all necessary nutrients,Nutritional diet,Balanced diet,Perfect diet,Tasty diet,option2
,,,,,,
6,Component helping with constipation,Fibre,Fats,Minerals,Proteins,option1
,,,,,,
6,Reason to purify polluted water,It may cause diseases,It will smell bad,It will look dirty,All of the above,option4
,,,,,,
6,Principle behind solar water purifiers,Condensation,Evaporation,Sublimation,Both (a) and (b),option4
,,,,,,
6,What do the roots of a tree absorb?,Soil,Insects,Water and Nutrients,All of the above,option3
,,,,,,
6,Conserving forests by,Cutting them,Preventing forest fires,Overgrazing animals,All of these,option2
,,,,,,
6,Twins would,Look similar,Have the same height,Both a and b,None of these,option1
