language_id,questions,option1,option2,option3,option4,answer
1,Phloem transports substances in which direction?,Upward,Downward,Lateral,None of the above,option2
1,Where does sugar transport begin?,Roots,Leaves,Root hairs,Vascular tissues,option2
1,What type of tissue is phloem?,Transpiration,Rhizome,Vascular tissue,Photosynthesis,option3
1,What is the process by which a plant loses water through the stomata in leaves?,Excretion,Transpiration,Respiration,Automation,option2
1,What is the name of the microscopic holes in leaves that are opened and closed to allow water to TRANSPIRE?,Water doors,Stomata,Leaf eyes,Transpiration holes,option2
1,What type of image is formed when the object is placed very close to a convex lens?,Real,Smaller in size,"Magnified, Virtual and Errect",Bigger in size,Option3
1,What can be said about the size of the image formed in a convex lens?,Image formed is always enlarged.,Image formed is always diminished.,Image formed is always of the same size as the object.,Size of the image formed depends on the position of the object.,Option4
1,If a pendulum is oscillating at 10 cycles in 1 second then what is its time period?,1 second,10 seconds,0.5 second,0.1 second,option4
1,A simple pendulum is attached with a metallic ball of weight 250 grams and it completes 60 oscillations in a certain time. The pendulum has a time period of 0.5 s. Time required to complete one oscillation?,30 seconds,15 seconds,0.5 seconds,60 seconds,option3
1,Calculate the time period of a pendulum if it takes 15 seconds to complete 5 oscillations.,3 seconds,75 seconds,0.33 seconds,0.066 seconds,option1
