language_id,questions,option1,option2,option3,option4,answer
1,"In convection, between what does heat transfer take place?",Two solid surfaces connected physically,Solid surface and liquid medium,Solid surface and gaseous medium,Both (b) and (c),option4
1,Which of the following is an example of convection?,A hair dryer drying your hair,When an AC or a heater changes its temperature,When a car engine turns hot after being turned on,Boiling noodles in water,option4
1,The process by which we get heat while sitting in front of a room heater is:,Conduction,Convection,Radiation,None of these,option3
1,How does heat from the sun reach us?,Conduction,Convection,Radiation,All of this,option3
1,Choose all the situations which will result in an open circuit:,Switch in off position,Broken filament of the bulb,Broken wire,All of the above,option4
1,How many times does a fuse work?,Thrice,Twice,Once,Four times,option3
1,Select different effects produced by an electric current.,Electric current produces heat.,Electric current produces water.,Electric current produces magnetic effects.,Both a and c,option4
1,What are electromagnets made up of?,Lead,Copper,Soft Iron,None of the above,option3
1,"If we denote speed by S, distance by D and time by T, the relationship between these quantities is:",S = D Ã— T,T = S x D,S = T/ D,S = D/ T,option4
1,Which two factors determine if the object is moving faster or slower?,Speed,Time,Area,Both 'a' and 'b',option4
