language_id,questions,option1,option2,option3,option4,answer
1,The magnetic properties of a magnet cannot be destroyed by.,Hammering,Heating,Dropping on a hard surface,Boiling,option4
1,Select the incorrect statement.,Heat can demagnetize a magnet.,Magnets are composed of various materials and shapes.,Maximum attraction occurs at the center of a magnet. ,Magnetite lacks magnetic properties.,option4
1,A cylindrical magnet has how many poles?,1,2,3,4,option2
1,On which part of the bar magnet are the poles of a magnet located?,Center of the magnet,Both ends of the magnet,Only on one end of the magnet,Any part of the magnet,option2
1,What is not true about air?,It makes the windmill rotate.,It helps in the movements of aeroplanes.,Birds can fly due to the presence of air.,It has no role in the water cycle.,option4
1,Which statements about photosynthesis and respiration in plants are correct?,Photosynthesis is the opposite of respiration,Photosynthesis and respiration both occur in plants,Only photosynthesis occurs in plants,Respiration for maintenance and growth only occurs during night,option2
1,Around what percentage of Earth's water is freshwater?,97%,71%,29%,3%,option3
1, What is the process of  release of water in the form of water vapor by plants called?,Evaporation,Transpiration,Condensation,Respiration,option2
1,What is Precipitation?,Vaporization of water,Collecting of water,Releasing of water from clouds in form of rain,Condensing of water droplets,option3
1,Which of the following separation methods is used by farmers to separate lighter husk particles from heavier seeds of grains?,Sublimation,Magnetic separation,Handpicking,Winnowing,option4
