language_id,questions,option1,option2,option3,option4,answer
6,How much net force is required to accelerate a 600 kg car at 4.00 m/s2?,2400N,2000N,4000N,8000N,option1
,,,,,,
6,A wagon in motion is being pulled in a straight line. if forces exerted on the wagon are unbalanced in the direction towards the pulling force the wagon will?,speed up.,slow down.,continue to move with a constant speed.,None of the above.,option1
,,,,,,
6,An object of mass 5 kg is sliding with a constant velocity of 10 m/s on a frictionless horizontal table. What will be the force required to keep the object moving with the same velocity?,0 N,2 N,6 N,8 N,option1
,,,,,,
6,"A water tanker filled up to 75% of its capacity is at rest. On sudden acceleration, how would the water in the tank move?",Move backward,Move forward,Be unaffected,Rise upwards,option1
,,,,,,
6,Object A has mass 10 kg and height of 3 cm while object B has mass 5 kg and height of 6 cm. Both the objects are at rest. Which object has greater inertia?,Object A,Object B,Both have the same inertia.,None of the above,option1
,,,,,,
6,"An object of mass 5 kg is moving with a constant acceleration of 5m/s2. Ignoring friction and air resistance, how much extra force is needed to keep the object moving in the same direction?",25 N,1 N,10 N,0 N,option4
,,,,,,
6,Two forces F1 = 39 N and F2 = 37 N are acting on an object in the opposite direction. In which direction will the object move?,Towards F1,Towards F2,It will stay at rest,Perpendicular to direction F1 and F2,option1
,,,,,,
6,"Which force is acting in the west direction when two forces of 50 N and 65 N act on a body resting in the East - West direction, causing it to start moving westward?",50 N,65 N,15 N,115 N,option2
,,,,,,
6,A machine gun fires a bullet of mass 50 g with a velocity of 1000 ms-1. The man holding it can exert a maximum force of 200 N on the gun. How many bullets can he fire per second at the most?,One,Two,Three,Four,option4
,,,,,,
6,What is the force applied on a body with 5000 g of mass and an acceleration of 7 m/s2?,35 N,35 kN,714.28 N,1.4 N,option1
,,,,,,
6,"If a body of mass A kg is moving with a velocity B m/s, what will be the expression for the momentum, P of the body?",P = A + B,P = A - B,P = AB,P = A/B,option3
,,,,,,
6,"A traveler is hiking and carrying 80 kgm/ s of momentum. If she has a mass of 70 kg, what is her speed?",1.14 m/s,5600 m/s,0.88 m/s,10 m/s,option1
,,,,,,
6,"Which of the following expressions indicates that in the absence of any external force (F) on a body of mass m, it will continue to move with constant velocity?",If F = 0 then v = u = 0 m/s ? body comes to rest,If t = 0 then v = u ? body moves with constant velocity,If F = 0 then v = u ? Body moves with constant velocity,if m = 0 then F = 0 ? there is no external force,option3
,,,,,,
6,"A ball of mass 0.5 kg is moving with a velocity of 20 m/s. If the velocity-time graph for this ball is a horizontal line parallel to the time axis, then the velocity of the ball at the end of 25 s will be:",40 m/s,20 m/s,10 m/s,250 m/s,option2
,,,,,,
6,A force of 255 N is exerted on an object of mass 15 kg that is located on a sheet of perfectly smooth ice. Calculate the acceleration of the object.,3825 m/s2,17 m/s2,None of the above,Not enough information,option2
,,,,,,
6,"What's the acceleration of an 800 kg car at rest on flat ground when 1500 N is applied to the front and 1300 N to the back, with forward as positive?",0.25 m/s2, - 0.25 m/s2,4 m/s2, - 4 m/s2,option2
,,,,,,
6,A car driver of mass 50 kg travelling at a speed of 10 m/s applies brakes and brings the car of mass 300 kg to rest in 20s. How much force is needed to decelerate the car?,- 175 N,- 25 N,- 150 N,- 125 N,option1
,,,,,,
6,Velocity-time graph of an object of a certain mass is parallel to the time axis. What force is acting on the object?,Mass x acceleration due to gravity,Cannot be determined,Mass x acceleration,Zero,option4
,,,,,,
6,A car of mass 1000 kg standing on ground exerts a force of 2500N on the ground. What will be the force exerted by the ground on the car?,2500 kN,2500 N,250 N,2.5 N,option2
,,,,,,
