language_id,questions,option1,option2,option3,option4,answer
1,Subtract 0.75 from 1.5.,0.75,0.25,0.5,1.25,option1
1,Multiply 2.6 by 4.,10.4,11.6,9.4,12.6,option1
1,Which of the following is a proper fraction?,7/5.,3/2.,5/3.,4/4.,option4
1,"If a pizza is divided into 8 equal slices, and you eat 3 slices, what fraction of the pizza did you eat?",3/8.,3/4.,5/8.,1/3.,option1
1,Compare the decimals: 0.6 and 0.78.,0.6 > 0.78,0.6 < 0.78,0.6 = 0.78,Cannot be determined,option2
1,What is 2/5 as a decimal?,0.4,0.5,0.2,0.3,option1
1,Add 1/4 and 2/8.,3/8.,5/8.,1/2.,1/4.,option3
1,"If you have 0.9 meters of ribbon and cut it into three equal pieces, how long is each piece?",0.3 meters,0.6 meters,0.9 meters,0.1 meters,option1
1,Divide 3.15 by 0.5.,6.3,6.15,6.6,6.5,option1
1,Simplify the fraction 4/10.,2/5.,1/5.,3/10.,4/5.,option1
