language_id,questions,option1,option2,option3,option4,answer
1,Which of the following is a function of platelets?,Fight infections,Transport dissolved gases,Form blood clots to prevent bleeding,Contain all suspended blood cells,option3
1,Which of the following are functions of blood?,Carry oxygen from lungs to cells,Carry digested food from small intestine to cells,Transport waste for removal from the body,All of the above,option4
1,Which blood vessels carry carbon dioxide rich blood from all parts of the body back to the heart?,Arteries,Veins,RBC,Platelets,option2
1,Blood is pumped from the heart to the entire body by which of the following parts?,Lungs,Blood vessels,Haemoglobin,Nerves,option2
1,What organ removes waste from blood?,Heart,Lungs,Eyes,Kidneys,option4
1,How can you keep your heart strong?,Eating heart-shaped candy,"Doing activities, like playing outside, riding your bike, and swimming",Smoking,Sleeping 18 hours a day,option2
1,The movement of blood through the heart and body is called:,Circulation,Locomotion,Ventriculation,Heart pump,option1
1,The pumping organ of our circulatory system is:,Heart,Artery,Vein,Lungs,option1
1,Which vessels carry oxygen-poor blood and other waste products back to the heart?,Blood vessels,Artery,Vein,Capillary,option3
1,Which artery carries deoxygenated blood?,Renal artery,Hepatic artery,Mesenteric artery,Pulmonary artery,option4
