language_id,questions,option1,option2,option3,option4,answer
1,Which of the following is a common sign that a chemical change has occurred? ,An object has changed size,A new chemical has formed,An object has become a different shape ,An object has turned a different colour,option2
1,Two solutions are added together and the new solution becomes hot. What does this tell?, A gas is being produced,A physical change has occurred,A chemical change has taken place.,No change occur,option3
1,Select the advantage of treating wastewater.,Elimination of disease-causing bacteria and other harmful organisms,Preventing solid waste from entering rivers and oceans,Saving water - treated water can be reused,All of the above,option4
1,What can the solid that remains after wastewater has been filtered and cleaned be used for?,Fertilizer,Building roads,A fuel source,Making recycled wood products,option1
1,Which of the following is a water borne disease?,Diabetes,Cholera,Cancer,Appendicitis,option2
1,Which of the following is a part of inorganic impurities of the sewage?,Pesticides,Urea,Phosphates,Vegetable waste,option3
1,What is the soil profile?,A cross sectional view of the horizons in a soil,A front view of the horizons in a soil,A cross sectional view of the horizons in rocks,A front view of the horizons in rock,option1
1,Which soil is best suited for making clay pots and earthenware?,Sandy soil,Clayey soil,Loamy soil,Silt,option2
1,How can farmers prevent/slow down soil erosion?,Cover their crops with a tarp,Water the soil every day in order to weigh it down,"Plant crops, plants, etc. to hold the soil in place",Cut down all of the trees and crops,option3
1,Where is water and mineral absorption by roots maximized in the soil profile?,C-horizon,B-horizon,A-horizon,Bedrock,option3
