language_id,questions,option1,option2,option3,option4,answer
1,Which substances allow all the light to pass through them?,Opaque,Conductors,Transparent,Translucent,option3
1,Which of these will not form a shadow,A leaf,Car,A paper,Clear glass,option4
1,Which of the following is a translucent material?,Eraser,Aluminum foil,Lemon water,Clearwater,option3
1,Which is an example of a magnetic substance?,Iron,Nickel,Cobalt,All of these,option4
1,Attraction between bar magnet poles is seen when,N-pole with N-pole,N-pole with S-pole,S-pole with S-pole,all cases show attraction,option2
1,Similar poles of a magnet always,Attract each other,Stay as it is,Repel each other,None,option3
1,How can you identify the North pole of a magnet?,Use magnet with marked poles,Use any magnet,Use iron bar,Use iron filings,option1
1,Which two ends of a magnet are called magnetic poles?,North and East pole,South and West pole,North and South pole,East and West pole,option3
1,Wind does not help in the movement of which of the following?,Firki,Weather cock,Ceiling fan,Sailing yacht,option3
1,What is the use of a wind sock?,to determine the amount of air,to determine the air pressure,to determine the quality of air,to determine the direction of airflow,option4
