language_id,questions,option1,option2,option3,option4,answer
1,"Curtain is hanging at the entrance of a room. A long corridor runs at right angles to the door, that is parallel to the curtain. If a strong wind blows along the corridor, the curtain will:",Get pushed inside the room.,Get pushed outside the room.,Get collected towards one end/swirled.,Remain unaffected.,option2
1,"When a plastic bottle containing some hot water is closed and cold water is poured on it, the bottle changes its shape. Why?",Outside air pressure is more than  inside the bottle,Outside air pressure is less than inside the bottle,Outside air pressure is equal to the  inside the bottle,Plastic bottle must have been faulty ,option1
1,A flat in Mumbai with a balcony facing the sea has some clothes hung in the balcony. Towards which direction will the clothes be blown in the afternoon?,Towards the sea,Away from the sea,Unpredictable,None of the above,option1
1,Which of the following latitude belts shows movement of cooler air towards the region close to the equator?,0-20 degrees,0-30 degrees,0-40 degrees,0-10 degrees,option2
1,Bobo was observing samples of pond water under a microscope. He saw an elongated parent cell dividing itself into two daughter cells. Identify the process he witnessed.,Fragmentation,Pollination,Binary fission,Fertilization,option3
1,Identify the gas that is generally produced when coal is burnt in the presence of a lot of air.,Carbon dioxide,Sulphur dioxide,Carbon monoxide,Nitrogen dioxide,option1
1,Which gas is obtained during the processing of coal?,Carbon dioxide,Coal gas,Carbon monoxide,Sulphur dioxide,option3
1,What is the gradual process of conversion of dead vegetation into coal known as?,Carbonisation,Evolution,Decomposition,Conversion,option1
1,Which of the following is not a constituent of petroleum?,Paraffin wax,Petrol,Lubricating oil,Coke,option4
1,Which of the following features is correct for a wildlife sanctuary?,It is an artificially created protected area for animals,It is a protected area for threatened and endangered wild animals,It is meant for conservation of only plant species,Capturing and poaching of animals is strictly prohibited here,option2
