language_id,questions,option1,option2,option3,option4,answer
1,Which of the following materials is lustrous?,Glass bowl,Plastic toy,Wooden blocks,Cotton shirt,option1
1,Which of the following pairs of objects will float on water?,"Pin, oil drops","Coin, rubber band","Plastic ball, feather","Iron nail, cotton thread",option3
1,What are the materials which are not attracted by a magnet called?,Magnetic materials,Plastic materials,Non magnetic materials,Translucent materials,option3
1,Which of the following objects will get attracted by a magnet?,Wooden scale,Leather piece,Steel spoon,Rubber band,option3
1,Which of these are attracted towards the magnet?,Iron,Cobalt,Nickel,All of these,option4
1,Which of the following will float on water?,Cotton,Wood piece,Mud piece,Metal,option1
1,Which of the following will float on water?,Oil,Milk,Orange juice,Honey,option1
1,What happens during Evaporation?,Solid changes into a gas.,Liquid changes into a gas.,Gas changes into a liquid.,Solid changes into a liquid.,option2
1,Choose the correct option regarding melting of ice?,The ice melts to become liquid water,The ice cube forms water vapours,The ice cube do not change its shape,None of the above,option1
1,Conversion of solid into liquid is known as?,Freezing,Melting,Evaporation,Condensation,option2
