language_id,questions,option1,option2,option3,option4,answer
1,What can be used to describe sunlight?,White light,Green light,Pink light,Blue light,option1
1,What does a prism split white light into?,4 colours,6 colours,9 colours,7 colours,option4
1,"When light is reflected from the surface of a compact disk (CD), we observe:",2 colours,1 colour,No colour,Many colours,option4
1,What do we observe when light is reflected over soap bubbles?,2 colours,1 colour,No colour,Many colours,option4
1,How many colors is white light made up of?,A single color,Primary colors,Five colors,Seven colors,option4
1,What does Newton's disc demonstrate?,Light is white in color,A rainbow looks nice,Light is nothingness,Humans are made of light,option1
1,How to make a Newton's colour disc?,Take a circular disc and paint it with the colours of the rainbow,Paint a square green,Draw a circle on a red table,Paint a circle white,option1
1,Heat transfer by conduction takes place in which state of matter?,Gas,Solids,Liquids,None of the above,option2
1,Heat transfers from an area of ____ temperature to an area of ___ temperature.,High - low,Low - high,High - high,It can travel high to low and low to high.,option1
1,Heat transferred by convection happens in which of the following states of matter?,Solids,Liquids,Gases,Both (b) and (c),option4
