language_id,questions,option1,option2,option3,option4,answer
1,Evaluate the expression 5a − 2b when a = 4 and b = 2:,14,16,18,20,option2
1,Simplify the expression 3x + 2y – x + 5y:,4x+7y,2x+7y,4x−3y,2x−3y,option2
1,"If p=7 and q=2, what is the value of 2p−3q+p?",15,19,17,13,option1
1,"Write the number 6,000,000 in standard form using exponents:",6×10⁶,6×10⁵,60×10⁴,600×10³,option1
1,Express 4.5×103 in standard numerical form:,4500,45,450,0.45,option1
1,"If a^3 × a^−2 = a^n, what is the value of n?",1,3,-1,5,option1
1,What is the product of 3a and 2b?,5ab,6ab,2ab,6a + 6b,option2
1,Simplify the expression(2x+3y)×(4x−5y):,8x^2+2xy−15y^2,8x^2+xy−15y^2,8x^2+2xy+15y^2,8x^2−15y^2,option1
1,"If m=2 and n=3, what is the value of mn^2?",12,18,27,36,option2
1,Identify the like terms in the expression 4ab + 2cd − 3ab + 5cd:,4ab and −3ab,4ab and 2cd,2cd and -3ab,−3ab and 5cd,option1
