language_id,questions,option1,option2,option3,option4,answer
1,Weather pattern of a desert differs from that of a mountain. Select the correct reason.,Difference in temperatures,Difference in solar energy absorbed and reflected by the environment,Different animals living in that particular area,None of the above,option2
1,What is the temperature recorded when the sun's heat reaches the lowest level?,Maximum temperature,Minimum temperature,Average temperature,None of the above,option2
1,Exhaust fans in kitchens are placed at the top near the ceiling. Which principle is applied here?,Air expands on heating,Air exerts pressure,Air occupies space,Warm air rises,option4
1,How are the wind currents set up?,Warm air near the equator rises and is replaced by cooler air from the poles,Warm air near the poles rises and is replaced by cooler air from the equator,Cooler air near the equator rises and is replaced by warmer air from the poles,Cooler air near the poles rises and is replaced by warmer air from the equator,option1
1,"In summer, near the equator, the winds move from oceans to the land. Why?",Land air is cooler and rises up which is replaced by warmer air from oceans.,Land air is hotter and settles down which is replaced by cooler air from oceans.,Land air is cooler and settles down which is replaced by warmer air from oceans.,Land air is hotter and rises up which is replaced by cooler air from oceans.,option4
1,Which of the following statements are true about the wind flow?,Hot winds blow from the equator to poles.,Cold winds blow from poles to the equator.,Cooler winds blow from 30 degrees latitude towards the equator.,Both b and c,option4
1,The factors which contribute to the development of cyclones:,Wind speed,Temperature,Humidity,All of the above,option4
1,Which of the following processes provides energy required to form and sustain a cyclone?,Condensation of water vapor,Vaporization of water,Energy of blowing wind,Fast moving sea waves,option1
1,Which of the following is true of the 'eye' of a cyclone?,It is an area of high pressure,It is an area of low pressure,It has lots of clouds and rains,It has the lowest temperature of the system.,option2
1,Which of the following factors contribute to the development of cyclones?,Wind speed,Wind direction,Temperature,All of the above,option4
