language_id,questions,option1,option2,option3,option4,answer
1,A laboratory thermometer is used to measure the freezing point of water. When should the reading be taken?,when mercury has stabilized and the thermometer is out of water.,when mercury is still rising and the thermometer is out of water.,when mercury has stabilized and the thermometer is still in the water.,when mercury is still rising and the thermometer is in the water.,Option3
1,"Statement 1 - The metal tungsten has a very high melting point due to which it does not melt  
Statement 2 - Tungsten is the commonly used metal for the filament of electric bulbs.",Statement 2 is the  correct reason for statement 1,Statement 1 is the correct reason for statement 2,Statement 1 is correct but statement 2 is false,Statement 2 is true but statement 1 is false,Option2
1,Why does the bulb glow when it is switched on?,Filament of the bulb becomes so hot that it glows.,The glass surface of the bulb becomes bright.,Filament of the bulb produces sparks of light.,Bulb holder throws sparks of light inside the bulb.,Option1
1,Steel wool melts when an electric current is passed through it. Which of the following appliances should use steel wool?,Electric bulb,Electric heater,Electric fuse,Electric oven,option3
1,A type of material glows and becomes hot very quickly when an electric current is passed through it. This material is suitable for which of the following appliances?,Electric bulb,Electric heater,Electric oven,Both 'b' and 'c',option4
1,Vinayak travels 10 kilometers daily to school by bus. The bus takes almost 5 stops to pick students. The road always has traffic. Choose the correct option that mentions motion of the bus.,Uniform Motion,Rectilinear Motion,Non-Uniform Motion,Periodic Motion,option3
1,Suraj walks to his school which is at a distance of 3 km from his home in 30 minutes. On reaching he finds that the school is closed and comes back by a bicycle with his friend and reaches home in 20 minutes. His average speed in km/h is:,6 km/hr,9 km/hr,3.33 km/hr,7.2 km/hr,option4
1,David travels one hour at an average speed of 45 kmph and the next hour at an average speed of 65 kmph. Then what is his average speed?,50 kmph,55 kmph,25 kmph,60 kmph,option2
1,When we blow over a paper strip it goes upward. Why?,Blowing over the paper reduces the air pressure above the strip.,Blowing over the paper increases the air pressure above the strip.,Neither of these is the correct reason.,The strip will not go upward at all.,option1
1,"To expel hot air out of the kitchen, A has an exhaust fan fitted on the window of her kitchen and B has a similar exhaust fan fitted on the wall near the ceiling of kitchen. Which of the exhaust fans will expel the hot air more effectively?",Exhaust fan A,Exhaust fan B,Neither of the fans,Both fans,option2
