language_id,questions,option1,option2,option3,option4,answer
1,Which of the following does not show water shortage?,Taps running dry.,Long queues for getting water.,A family gets three buckets of water per person per day.,A family has the availability of well and handpumps,option3
1,Which of the following is not a mismanagement of water?,Water harvesting,Open taps,Poor drainage of water,Leakage pipes,option1
1,How can you help prevent water pollution?,Don't use chemical fertilisers in the farms and gardens,Scrape plates clean,Don't put grease in the kitchen drain,All of the above,option4
1,Which of the following is not a natural cause of water pollution?,Volcanoes,Algae blooms,Animal waste,Oil spills,option4
1,Which region has dry weather in India?,West Bengal,Mumbai,Chandigarh,Rajasthan,option4
1,Which one of the following is the role of forests?,"Provide food, shelter, water and medicines",Prevent soil erosion,Prevent flood,All of the above,option4
1,Which is a renewable resource?,Forest,Town,Village,None,option1
1,Which of the following is a way to use water economically?,Construction of bawris,Leave the running taps.,Drip irrigation,none of the above,option3
1,Which of the following is NOT TRUE about the forests?,Provides oxygen,"Provides food, shelter and clothing materials",Protects wildlife,Provides shelter to wildlife which can be dangerous for humans,option4
1,Bobo and his teacher went to a forest. Teacher said not to make any noise. Why?,Noise could disturb the birds,Noise could disturb the animals,Noise could disturb both birds and animals,Noise could disturb the plants,option3
