language_id,questions,option1,option2,option3,option4,answer
1,Which of the following conditions will result in formation of a shadow?,An object blocks the light,An object lets light pass through ,An object is above light,None of above,option1
1,What happens to the shadow of an object when the object is moved closer to the light source?,Shadow becomes smaller,Shadow becomes bigger,Shadow changes shape,Shadow stays the same size,option2
1,Which of the following groups of materials can be used to close an open circuit?,"Copper, Wood, Diamond","Air, Gold, Rubber","Gold, Platinum, Tungsten","Paper, Wool, Leaf",option3
1,In which of these circuits will the bulb glow the brightest?,A simple circuit with one bulb and one cell,A simple circuit with one bulb and two cell,A simple circuit with two bulb and one cell,A simple circuit with two bulb and two cell,option2
1,Along which direction does the magnetic south pole of the earth lie?,Geographic north pole,Geographic south pole,Geographic east pole,Geographic west pole,option1
1,Name the device based on suspended magnet's alignment.,Geographic Compass,Magnetic Compass,Geometric compass,Horse shoe magnet,option2
1,Which of the following is best suited to measure the length of a curved line?,Roll of elastic ,Cotton Thread,Broken rubber band,Neither,option2
1,Which type of motion is followed by a moving bicycle? ,Circular,Linear + Rotational,Linear + Periodic,Periodic,option2
1,Why does heating water forms bubbles before boiling?,Water contains dissolved air,Air contains water,Water itself converts into bubbles,Water contains dissolved minerals,option1
1,"Gappu added water to dry soil, saw bubbles. What do bubbles contain?",Water vapour,Only oxygen gas,Air,None of these,option3
