language_id,questions,option1,option2,option3,option4,answer
1,What is a stethoscope used to amplify?,The sound of the heart,The movement of the heart,The muscles of the heart,None of the above,option1
1,Sara wants to check her pulse. Where could she check it?,Thumb,Wrist,Neck,Both a and c,option4
1,Choose the factors that can increase or decrease heart rate.,Temperature,Exercise,Drinking water,Both a and b,option4
1,What happens to your heart rate AFTER you're done exercising?,It keeps varying for a few hours,It stays the same,It goes up,It goes down,option4
1,Which organ of the excretory system stores urine until the body is ready to eliminate it?,Ureters,Urethra,Urinary bladder,Urea,option3
1,Which of the following mechanisms are used by human beings for the excretion of waste materials from their body?,Exhalation,Perspiration,Defecation,All of the above,option4
1,Which organs help to remove waste from the body?,"Lungs, stomach, bladder, and kidneys","Lungs, heart, bones, and bladder","Lungs, large intestine, bladder, and kidneys","Lungs, esophagus, bladder, and kidneys",option3
1,Why is your skin part of the excretory system?,Sweating gets rid of salt and water,Exhaling releases carbon dioxide,Sweating gets rid of carbon dioxide,The large intestine releases faeces,option1
1,What is the main function of the excretory system?,To collect and remove wastes from the body,To strengthen skeletal muscles,To protect the nervous system,To bring oxygen to body cells,option1
1,Which of the following is/are an example(s) of excretion?,Removal of carbon dioxide by the lungs,Removal of salt through sweating,Removal of urea in urine,All of the above,option4
