language_id,questions,option1,option2,option3,option4,answer
1,What is the perimeter of a rectangle with length 8 cm and width 5 cm?,13 cm,18 cm,26 cm,40 cm,option3
1,Find the area of a square with a side length of 12 units.,48 sq. units,144 sq. units,12 sq. units,24 sq. units,option2
1,How many degrees are there in the sum of the angles in a triangle?,90°,180°,270°,360°,option2
1,"Identify the type of triangle with angles measuring 60°, 60°, and 60°.",Equilateral,Isosceles,Scalene,Right-angled,option1
1,Which of the following is not a property of a circle?,Radius,Diameter,Perimeter,Circumference,option3
1,"If you draw a circle with a compass, what tool would you use to measure the radius?",Ruler,Protractor,Compass,Set square,option1
1,Find the area of a rectangle with a length of 15 cm and a width of 7 cm.,105 sq. cm,22 sq. cm,102 sq. cm,48 sq. cm,option1
1,Which of the following patterns represents square numbers?,"2, 4, 6, 8, 10","1, 4, 9, 16, 25","3, 6, 9, 12, 15","1, 3, 5, 7, 9",option2
1,"If a bar graph represents the number of books read by students, what does the height of a bar represent?",Pages read,Chapters completed,Number of books,Book weight,option3
1,Which of the following is an equivalent fraction to 2/3?,4/5.,3/4.,8/12.,1-Feb,option3
