language_id,questions,option1,option2,option3,option4,answer
1,"Is the color change of the Statue of Liberty a physical change as Jasmeet says, or a chemical change as Kaif suggests?",Jasmeet is correct,Kaif is correct,Both Jasmeet and Kaif are correct,More information is needed ,option2
1,Forests don't flood. What is the main reason for it?,Forests act as natural absorber and allow rainwater to seep in,There is a good network of pipes to allow rainwater flow out of forests,Forests channel the water such that most of the rainwater reaches cities,Most of the rain water is absorbed by the leaves for photosynthesis,option1
1,Which of the following factors help in preventing soil erosion in the forests?, Leaves of trees allow water to drip slowly on ground,Roots of trees bind the soil together,Spongy ground prevents water flood and hence prevents soil erosion,All of the above,option4
1,What is the thermometer used to measure the temperature of a human body called?,Laboratory thermometer,Clinical thermometer,Industrial thermometer,None of the above,option2
1,Which of the following is filled in the bulb of a thermometer?,Mercury,Lead,Copper,Silver,option1
1,What is a group of two or more cells called?,Battery,Bulb,Switch,2 or more cells.,option1
1,"When the switch is in OFF position in an electric circuit, what would happen?",Bulb will glow dim,Bulb will not glow,Bulb will glow brightly,Bulb will flicker,option2
1,What is a combination of two or more cells called?,Battery,Wire,Two cells,Switch,option1
1,Full form of LED is.,Light-emitting diode,Light efficient design,Light-emitting detector,None of the above,option1
1,Which one of the following uses periodic motion?,Wall clock and Sundial,Sundial and table clock,Table clock and wall clock,All of them.,option4
