language_id,questions,option1,option2,option3,option4,answer
1,"In a bar graph, what does the length of each bar typically represent?",Quantity,Average,Time,Cost,option1
1,"If three tally marks represent 15 students, how many students do 12 tally marks represent?",48,36,24,60,option4
1,What is the purpose of a key or legend in a graph?,To label the axes,To show the data categories,To determine the scale,To represent continuous data,option3
1,How can you represent the data of the number of students in each grade using a bar graph?,By placing grades on the x-axis and the number of students on the y-axis,By placing the number of students on the x-axis and grades on the y-axis,By drawing pie charts,By creating a line graph,option1
1,How many bags did they sell on Saturday?,7 bags,15 bags,56 bags,78 bags,option3
1,What is a perpendicular bisector?,Line dividing the 90 degree angle into two equal halves,Line dividing the perpendicular line into two unequal halves,Perpendicular line passing through the mid point of another line,Perpendicular line passing through one end of a line,option3
1,∠ABC is 80°. Line OB is the angle bisector of ∠ABC. What is the measure of ∠OBC?,80°,120°,40°,20°,option3
1,What type of quadrilateral has opposite sides parallel and equal in length?,Parallelogram,Rectangle,Rhombus,Trapezium,option1
1,"In a quadrilateral with exactly one pair of parallel sides, what type of quadrilateral is formed?",Trapezium,Parallelogram,Rhombus,Square,option1
1,A quadrilateral with opposite sides parallel and all sides equal is known as:,Square,Rectangle,Rhombus,Parallelogram,option3
