language_id,questions,option1,option2,option3,option4,answer
6,Tie and dye of a cloth material 'a' is a chemical change.,TRUE,FALSE,Both 'a' and 'b',None of the above,option2
,,,,,,
6,Which of the following is a physical change? ,Aluminium metal is pounded into thin sheets,Iron is oxidized to iron oxide,Copper reacts with a strong acid,Sodium metal explodes on contact with water,option2
,,,,,,
6,Which of the following is a common sign that a chemical change has occurred? ,An object has changed size,A new chemical has formed,An object has become a different shape ,An object has turned a different colour,option2
,,,,,,
6,Two solutions are added together and the new solution becomes hot. What does this tell?, A gas is being produced,A physical change has occurred,A chemical change has taken place.,No change occur,option3
,,,,,,
6,Which one of the following is an animal product?,Gum,Catechu,Honey,Rubber,option3
,,,,,,
6,Organisms that convert dead plants and animals into humus are called:,Omnivores,Herbivores,Carnivores,Decomposers,option4
,,,,,,
6,What do you mean by ecosystem?,Organisms reacting with one another,A community of organisms together with the environment in which they live,Abiotic environment,Earth and its atmosphere,option2
,,,,,,
6,Which of the following is not the name of a tree?,Teak,Sal,Porcupine,Kachnar,option3
,,,,,,
6,Cutting down trees on a large scale is called:,Afforestation,Deforestation,Photosynthesis,Soil erosion,option2
,,,,,,
6,Identify the wrong statement.,Forests prevent floods,Forests influence climatic and water cycles.,Forests protect the soil from erosion,Plants and animals in a forest are not dependent on each other,option4
,,,,,,
6,Which of the following does not show water shortage?,Taps running dry.,Long queues for getting water.,A family gets three buckets of water per person per day.,A family has the availability of well and handpumps,option3
,,,,,,
6,What is the other term for Rainfall?,Precipitation,Condensation,Infiltration,Downpour,option1
,,,,,,
6,Which of the following is not a mismanagement of water?,Water harvesting,Open taps,Poor drainage of water,Leakage pipes,option1
,,,,,,
6,Select the advantage of treating wastewater.,Elimination of disease-causing bacteria and other harmful organisms,Preventing solid waste from entering rivers and oceans,Saving water - treated water can be reused,All of the above,option4
,,,,,,
6,"The solid that remains, after wastewater has been filtered and cleaned, can be used for:",Fertilizer,Building roads,A fuel source,Making recycled wood products,option1
,,,,,,
6,Which of the following is a form of waste water?,Water trickling from a damaged tap,Water coming out of a shower,Water flowing in a river,None of the above,option1
,,,,,,
6,Which of the following is a FALSE statement?,Solid wastes must be thrown in the dustbin.,Chemicals waste should not be thrown in the sink.,Cooking oil can be thrown in the wash basin.,Polythene bags should not be thrown in the drains.,option3
,,,,,,
6,Where does most of the plastic waste end up?,Oceans,Burned for energy,Landfills,Recycles,option1
,,,,,,
6,How can you help prevent water pollution?,Don't use chemical fertilisers in the farms and gardens,Scrape plates clean,Don't put grease in the kitchen drain,All of the above,option4
,,,,,,
6,Which of the following is not a natural cause of water pollution?,Volcanoes,Algae blooms,Animal waste,Oil spills,option4
,,,,,,
6,Which of the following is a water borne disease?,Diabetes,Cholera,Cancer,Appendicitis,option2
,,,,,,
6,Which of the following is a part of inorganic impurities of the sewage?,Pesticides,Urea,Phosphates,Vegetable waste,option3
,,,,,,
6,Sources of ocean pollution include:,oil spills,direct dumping of wastewater,activities on land,All of the above,option4
,,,,,,
6,What is the soil profile?,A cross sectional view of the horizons in a soil,A front view of the horizons in a soil,A cross sectional view of the horizons in rocks,A front view of the horizons in rock,option1
,,,,,,
6,Which soil is best suited for making clay pots and earthenware?,Sandy soil,Clayey soil,Loamy soil,Silt,option2
,,,,,,
6,How can farmers prevent/slow down soil erosion?,Cover their crops with a tarp,Water the soil every day in order to weigh it down,"Plant crops, plants, etc. to hold the soil in place",Cut down all of the trees and crops,option3
,,,,,,
