language_id,questions,option1,option2,option3,option4,answer
1,"Which part of the plant bears fruits, branches, buds?",Stem,Root,Leaves,None of the above,option1
1,Which of the following ingredients cannot be obtained from a plant or an animal source?,Oil,Asafetida (hing),Salt,Pepper,option3
1,Pick the odd one out,Chicken,Egg,Cheese,Onion,option4
1,What are the main ingredients of dosa?,Meat,Pumpkin,Rice,Coffee,option3
1,Lions eat the flesh of other animals. Choose the correct category for lions.,Omnivore,Herbivore,Carnivore,None of the above,option3
1,What is the reason for purifying polluted water?,It may cause diseases,It will smell bad,It will look dirty,All of the above,option4
1,How can forests be conserved?,Cutting them,Preventing forest fires,Overgrazing animals,All of these,option2
1,What is the correct method for disposing of garbage?,To prepare manure from biodegradable garbage,To recycle non-degradable garbage,Both b) and c),None of these,option3
1,What can be recycled?,Waste paper,Leather shoes,Animal waste,Kitchen waste,option1
1,Choose 'Reduce' example,Bringing newspapers to recycling center,Using plastic bags as garbage bags,Using less water during a shower,All of the above,option3
