language_id,questions,option1,option2,option3,option4,answer
1,An iron nail wound up with wire which is carrying current is suspended freely. In which direction will it rest?,East - West,North - East,North - West,North - South,option4
1,"When electric current passes through a wire it behaves like a magnet, it is because of which effect of current.",Conduction,Magnetic,Non-magnetic,All of these,option2
1,What will happen to a needle of a magnetic compass when brought near an electric circuit?,No change occurs,The magnetic needle deflects,The magnetic needle becomes red hot,The magnetic needle behaves like a fuse,option2
1,A wooden block is wound by conducting wires and the current is switched on and attracts the iron pins with little strength. Choose the correct options.,Wooden block does not have electromagnetic effects.,Only wire shows some electromagnetic properties.,Wooden block must be broken and hence does not get electromagnetic properties.,Both a and b,option4
1,Gappu cycled a distance of 5 km in 60 minutes. What is her cycling speed?,1 km per hour,5 km per hour,0.05 km per hour,0.5 km per hour,option2
1,Car A covered a distance of 25 km in 60 minutes. Car B covered a distance of 68 km in two hours. Which car has more speed?,Car A,Car B,Cannot be said,Both cars have the same speed,option2
1,Gappu found some green spots on the bread piece left out for a few days. What are those spots?,Bacteria,Fungi,Yeast,Algae,option2
1,In which of the following cases will a plant transpire less than normal?,When kept in sunlight,When kept in a dark room,When kept in a cold environment,When kept in a less humid region,option3
1,What happens to light rays that strike an object?,Absorbed,Stopped,Reflected,Transferred,Option3
1,Which of the following will reflect light?,Rock,Iron pan,Stainless steel bowl,Wooden spoon,option3
