language_id,questions,option1,option2,option3,option4,answer
1,What does a small hole in the soil that retains water after rain and dry weather indicate about the soil's properties?,Higher percolation rate,Lower percolation rate,Lower water absorption capacity,Both a and c,option4
1,Which of the following has the greatest effect on soil's capacity to retain water?,Soil Color,Soil particle size,Soil texture,Soil fragrance,option2
1,Temperature: 15 degree Fahrenheit  to 40 degree Fahrenheit; humidity - 80% These conditions can be found in which of the following habitats?,Deserts,Polar regions,Mountainous regions,Tropical rainforests,option4
1,Most of the adaptive features of animals in tropical rainforests is due to which of the following reasons?,To survive in hot and humid conditions,To be able to eat different food because of higher competition,To be able to survive in less water conditions,To obtain sufficient food from soil due to the absence of fruit-bearing trees in rainforests.,option1
1,What causes the formation of white patches in places like underarms during humid weather?,Salt present in the sweat,Sugar present in the sweat,Acid present in the sweat,None of the above,option1
1,What happens if a person has one kidney removed?,They will accumulate excess urea,They will die,They will continue as normal,They will stop making urine,option3
1,Which factors determine the formation of understoreys in a forest?,Different types of crowns,Different sizes of crown,Different heights of trees,All of the above,option4
1,In what units the rate of rainfall is expressed?,Millimeters,Meters,Kilometers,None of the above,option1
1,Which of the following places in India rarely gets any rain during the monsoon season?,Thar Desert,Shimla,Kochi,Meghalaya,option1
1,Which of the following is used to measure the Intensity of rainfall?,Rain gauge,Anemometer,Hydrometer,Seismometer,option1
