language_id,questions,option1,option2,option3,option4,answer
1,My pollen grains are light instead of sticky. How are my seeds dispersed?,By wind,By insects,By water,By animals,option1
1,What does the fact that a dried lady's okra (bhindi) becomes fresher when placed in water indicate or confirm?,Water moisturizes the okra,Water quenches the thirst of okra,Water is transported to all parts of the okra,All of the above,option3
1,Which of the following plants will not undergo transpiration?,Submerged aquatic plants,Plants in deserts,Plants in hilly regions,None of the above,option1
1,Amy stands 1.5-m tall in front of a plane mirror and at a distance of 1.5 m from the mirror. Choose the right option.,"Amy image 1.5 m tall, 1.5 m behind the mirror.","Amy image 3 m tall, 1.5 m behind the mirror","Amy image 1.5 m tall, 1.5 m ahead of the mirror","Amy image 3 m tall, 3 m behind the mirror",option4
1,Seema showed the words UNIFIED in front of a mirror. Which set of alphabets on laterally inversion seem to appear differently?,UIFD,NFED,FIED,UIFE,option2
1,Which of the following examples demonstrate that light is made of seven colours?,Sky appears blue in the afternoon,Rainbow after rains,Soap bubbles look colourful,Both b and c,Option4
1,The mercury does not fall or rise in a clinical thermometer when it's taken out of the mouth. How is that possible?,The kink in the thermometer does not allow mercury to fall or rise.,Mercury solidifies once the thermometer is taken out of the mouth.,Sudden temperature change is not sensed by mercury.,All of the above,Option1
1,A clinical thermometer cannot be used for measuring the boiling point of water. What is the reason for this?,The glass bulb will break at such a high temperature.,Clinical thermometer has a temperature measuring range of 35â„ƒ to 40â„ƒ.,The mercury inside the thermometer will splash.,A clinical thermometer can be used to measure boiling point of water.,option2
1,A homeless person wrapped himself with a few layers of newspaper on a cold winter night to keep himself warm. Choose the correct reason.,Friction between the layers of newspaper produces heat.,Air trapped between the layers of newspaper is a bad conductor of heat.,Newspapers are a conductor of heat.,Newspaper is at a higher temperature than surroundings.,Option2
1,Gappu and Bobo  took a wire of length 10 cm and 5 cm respectively. Both of them connected the wires in the circuit. The current flowing in both the circuits is the same. Choose the correct statement.,Heat produced in both the wires will be the same.,Heat will be produced only in Gappuâ€™s wire.,Heat produced in both wires will be different.,Heat will be produced only in Bobo's wire.,Option1
