language_id,questions,option1,option2,option3,option4,answer
1,Curd usually takes 4-5 hours to set. What can be done to fasten the process of curd setting?,Place the milk container inside the refrigerator and turn it off.,None of the above,Place the milk container on fire.,Place a lighted bulb near the milk container.,option4
1,Electromagnet 1 is made by using one cell and Electromagnet 2 is made using two cells. Everything else is the same. Which one will be a stronger electromagnet?,Electromagnet 1,Electromagnet 2,Both will be of the same strength,Cannot be said,option2
1,What is the distance covered by a car travelling at a speed of 40km/h in 15 minutes?,10 meters,10 kilometers,12 meters,12 kilometers,option2
1,Travelling at a speed of 50kmph how long is it going to take to travel 60 km? ,1.2 hrs.,72 seconds,72 minutes,Both a and c,option4
1,"Find the time taken to cover the distance of 360 km from Delhi to Agra, by the Shatabdi Express moving at 2 km/min.",3 hours,4 hours,5 hours,6 hours,option1
1,A truck moves with a speed of 80km/hr for 15 mins and then 60km/h for the next 15 mins. How much distance has the truck covered?,140 km,2200 km,70 km,35 km,option4
1,Which of the following options is an incorrect statement about rayon?,It is highly absorbent and soft,It is obtained from wood pulp,It is mixed with cotton to make bedsheets,It is a natural fibre,option4
1,Which of the following is a characteristic of synthetic fibres?,Synthetic fibres are very durable.,Synthetic fibres absorb very little water.,Synthetic fibres are wrinkle resistant.,All of the above.,option4
1,What is the other name for artificial silk?,Nylon,Rayon,Acrylic,Polyester,option2
1,Which fiber is used as artificial wool?,Acrylic,Rayon,Nylon,Cotton,option1
