language_id,questions,option1,option2,option3,option4,answer
1,What is the significance of calorific value?,Helps in deciding which fuel is good,Helps in locating fuel,Helps in deciding ignition temperature,Helps in deciding fire point,option1
1,CNG (Compressed Natural Gas) in automobiles can reduce pollution in cities. What could be the correct reason for the same?,It produces less amount of Sulphur dioxide and chlorine.,It does not leave any residue or smoke after burning in the engine.,It produces a large amount of carbon dioxide,It is used in compressed form,option2
1,"Suppose you bring a burning candle near these materials one by one, which material(s) among milk, petrol, and mustard oil will catch fire instantly?",Petrol,Milk,Mustard oil,Both petrol and milk,option1
1,Choose the sources of light that cannot be used for reflection.,The sun,Torch light,Candle,Moonlight,Option4
1,"According to the laws of reflection, which option is correct?",i = r,i > r,i < r,i + r = 90Â°,Option1
1,What do we call the reflection of light back and forth several times through reflecting surfaces?,Multiple reflection,Diffused reflection,Regular reflection,None of the above,Option1
1,Multiple reflection occurs in which of the following objects?,Stethoscope,Kaleidoscope,Camera,Vehicle Mirrors,Option2
1,What is the 1st principle in laws of reflection about a ray of light hitting a smooth and shiny surface?,<i  is equal to the <r,<i  is complementary to the <r.,<i  is supplementary to <r.,<i  is opposite to <r,Option1
1,Choose the characteristic which is not true for the image formed by a plane mirror?,Real,Same size as of the object,Upright,Laterally Inverted,Option1
1,How can we take care of our eyes?,Do eye exercises and wash eyes daily,Study in adequate light at proper reading distance,Balanced diet including Vitamins and enough sleep,All of the above,Option4
