language_id,questions,option1,option2,option3,option4,answer
1,Displacement reactions will occur when:,A more reactive metal displaces a less reactive metal from its compound.,A less reactive metal displaces a more reactive metal from its compound,Displacement only occurs when two of the same metals are reacted,Displacement reactions will only occur in metals above iron in the reactivity series,option1
1,Choose the correct equation to represent when a magnesium ribbon is heated in the presence of air.,2Mg+O2​→2MgO,Mg+O2​→MgO,Mg+O→MgO,MgO+O2​→MgO2​,option1
1,An acid reacts with metal to produce:,Carbon dioxide,Hydrogen gas,Hydrogen gas and water,Salt and hydrogen gas,option4
1,Which of the following are combustible.,Iron nail,Glass,Steel,Wood,option4
1,Which of the following is not an inflammable substance?,Kerosene,Coal,Petrol,Alcohol,option2
1,Which of the following are required essentially for producing fire?,"Glass, coal, water","Fuel, coal, straw","Fire, wood, burner","Fuel, air, heat",option4
1,What is produced when a combustible substance is in the vapor state and burns strongly in the presence of air?,Heat,Light,Flame,Fumes,option3
1,Choose the ones that cannot burn without a flame.,Coal,Candle,Charcoal,Natural gas,option2
1,Choose the incorrect statement.,"The greater the calorific value, the better is the fuel.",Middle zone is the hottest zone of a flame.,The substances which vaporize during burning give flame.,All statements are incorrect,option2
1,What are the characteristics of an ideal fuel?,Should have high calorific value,Should have low calorific value,Should leave a lot of residues after burning,All of the above,option1
