language_id,questions,option1,option2,option3,option4,answer
1,Which of the following is a greenhouse gas?,Nitrogen,Methane,Carbon dioxide,Both (b) and (c),option4
1,Which of the following is a major source of water pollution?,Sulphur dioxide,Nitrogen oxide,DDT,Hydrogen oxide,option3
1,Ganga Action Plan is associated with which of the following?,Increase of fish culture in the Ganges,Reduce Ganga water pollution,Construct more bridges over the Ganges,Increase water transport on the Ganges,option2
1,A pond contains clean water. Which of the following activities will produce the least pollution of water?,Washing clothes in the pond,Animals bathing in the pond,Washing motor vehicles in the pond,Swimming in the pond,option4
1,Pollution of Ganga water is due to?,Oil refinery in Mathura,Leather refinery in Kanpur,Soap factories in Kanpur,All of these,option4
1,Which of the following products obtained from coal is not properly matched to its usage?,"Coal tar - dyes, explosives, paints",Coal gas - fuel,Coke - Soft drink,None of the above,option3
1,Choose the correct statement from the following:,It is difficult to transport natural gas through pipes.,Natural gas can not be used directly for burning in homes.,Natural gas is stored under high pressure as compressed natural gas.,Natural gas cannot be used for power generation.,option3
1,Many man-made projects use non-renewable resources such as oil or petroleum. Which of the following is a way to conserve non-renewable resources?,Reduce the number of disposable products we use,Reuse products more than once,Recycle items by using them for more than one purpose,All of the above,option4
1,Karnataka Government had launched Project Elephant to save Asian elephants in the state. Which amongst the following statements reflect the purpose of the project.,Provide financial and technical support of wildlife management efforts,Creating conservation awareness among local people,Providing improved veterinary care for captive elephants,All of the above,option4
1,What does Carbon monoxide in vehicle exhaust causes?,Increased oxygen carrying capacity of RBCs,Reduced Nitrogen carrying capacity of RBCs,Reduced oxygen carrying capacity of RBCs,Reduced carbon carrying capacity of RBCs,option3
