language_id,questions,option1,option2,option3,option4,answer
1,What measures are likely to prevent discoloration of Taj Mahal?,Closing many factories around the monument,Restricting car and bus traffic,Cleaning river Yamuna,All of the above,option4
1,Which of the following explains the Greenhouse effect?,Painting house green in colour,Wearing green colour dress,Having green room in the house,Sun heat trapped and not allowed to escape,option4
1,Global warming leads to which of the following?,Overall increase in the earth temperature,Overall decrease in the earth temperature,No change in the temperature,Change in atmospheric pressure,option1
1,What are the harmful effects of global warming?,Rise in sea level due to melting of glaciers.,Flooding of the coastal and low-lying areas.,Extreme weather conditions.,All of the above,option4
1,Which of the following is not a way to conserve water?,Replace,Reuse,Reduce,Recycle,option1
1,What is water suitable for drinking known as?,Impure water,Pure water,Potable water,Safe water,option3
1,We should not wear synthetic clothes while cooking in the kitchen or in a laboratory. Why?,Synthetic fibres especially attract fire,Synthetic fibres are fire resistant,If synthetic fibres catch fire they melt and stick to the body,Synthetic fibres do not have pores and hence burn more vigorously,option3
1,What is the term for materials which do not get decomposed by natural process?,Non biodegradable material,Biodegradable material,Left over food,Wood,option1
1,Select the 3 reasons for poor water quality in the Ganges River,Sewage,Cremated bodies,Fertiliser from run off,All of the above,option4
1,"Rajest wanted a blanket which was similar to a woollen blanket, but cheaper. Which of the following fibres can he choose as an alternative?",Silk,Nylon,Acrylic,Cotton,Option3
