language_id,questions,option1,option2,option3,option4,answer
1,Which one of the following statements is true about a Biosphere Reserve?,It is meant to conserve both the biodiversity and the culture of that area,There are no other protected areas within its limits,,,option3
1,How does our government protect the rainforest of our country?,Prohibit the felling of trees that are not mature enough,Trees that have been chopped down are replanted,Discourage the use of pesticides,Both a and b,option4
1,Name a biosphere reserve where the plants and animals are similar to those of the upper Himalayan ranges and lower western Ghats.,Nanda Devi Biosphere Reserve,Kaziranga Biosphere Reserve,Pachmarhi Biosphere Reserve,Dudhwa National Park,option3
1,Plants and animals that are found exclusively in a particular area is known as,Endemic species,Particular species,Significant species,Exclusive species,option1
1,Which of the following products contains harmful CFCs?,Refrigerators,Air conditioners,Aerosol sprays,All of these,option4
1,Incomplete combustion of fuel such as petrol and diesel gives which gas?,Nitrogen oxide,Carbon monoxide,Sulphur dioxide,Carbon dioxide,option2
1,Which of the following air pollutants is capable of preventing photosynthesis in plants?,Carbon dioxide,Nitrogen Oxides,Dust,Carbon monoxide,option3
1,The phenomenon of marble cancer is due to,Soil particles,Fog,CFCs,Acid rain,option4
1,What radiations are absorbed by CO2?,Ultrared radiations,Infrared radiations,Ultraviolet radiations,None of these,option2
1,What percentage of the global greenhouse gas emissions does the transportation sector emit?,1%,14%,33%,70%,option2
