language_id,questions,option1,option2,option3,option4,answer
1,Why are floods dangerous for aquatic animals?,"Excess water reduces oxygen, affecting underwater life.",Waterborne diseases lead to death among aquatic animals.,"Floods strand animals, causing death after waters recede.",Sudden wetness causes aquatic animals to perish.,option3
1,"The basic idea behind ""Catch water where it falls"" is related to:",recycling of water,making dams to store water,rain water harvesting,condensation of water vapour,option3
1,What should be spread at the pit bottom for red worm home?,Sand,Wire mesh,Chicken mesh,All of the above,option4
1,In what depth should the food be placed for red worms?,Top soil,30cm deep,2-3cm deep,None,option2
1,Ram placed a stem in a red-ink and water mixture. What will happen after a few hours?,Veins of leaves will turn red,Leaves would curl up,Stem gets damaged,No change observed,option1
1,"On a windless hot day, one would perspire more in a thick forest because",Heat from plant respiration,Increased humidity from plant transpiration,Less light in the forest,Psychological reasons,option2
1,Excessive bleeding due to an injury is a result of deficiency of which vitamin?,Vitamin A,Vitamin B,Vitamin K,Vitamin E,option3
1,What is the best recovery method for Gappu's disease caused by vitamin D deficiency?,Eating green leafy vegetables,Eating sour fruits,Taking calcium supplements,Spending time in sunlight,option4
1,Tie and dye of a cloth material is a chemical change.,TRUE,FALSE,Partially true,Cannot be determined,option2
1,Which of the following is a physical change? ,Aluminium metal is pounded into thin sheets,Iron is oxidized to iron oxide,Copper reacts with a strong acid,Sodium metal explodes on contact with water,option2
