language_id,questions,option1,option2,option3,option4,answer
1,What animal moves sideways with a long backbone and muscles?,Fish,Earthworm,Snails,Snakes,option4
1,Name the materials required to prepare a food item as a whole,Nutrients,Ingredients,Nourishments,Minerals,option2
1,What do the roots of a tree absorb?,Soil,Insects,Water and Nutrients,All of the above,option3
1,Which of the following can result in flooding?,Forest fires,Excessive rainfall,Storms and cyclones,High temperatures,option2
1,Which of the following is a way of conserving water?,Leave the tap running while brushing teeth,Use a pipe to wash the car,Leave the shower running while soaping,Use the washing machine at full load,option4
1,Ram saw a slithering animal. Which of the following will be that animal?,Lion,Frog,Lizard,Snake,option4
1,"Among the following, which is a climber?",Ladies finger,Potato,Pumpkin,None of the above,option1
1,What does floods cause extensive damage to?,Crops,Property and human life,Domestic animals,All of the above,option4
1,What can cause pollution of potable water?,Marine Life,Boating,Industrial waste,Agriculture,option3
1,How to manage fallen leaves?,Landfill dumping,Burning,Composting,Near water bodies dumping,option3
