language_id,questions,option1,option2,option3,option4,answer
1,"Plant with short, insignificant roots is found in which habitat?",Desert,Water,Grassland,Mountain,option2
1,Identify the incorrect statement from Riya's notes,Aquatic plants have small roots for stability,Stem is hollow and light,Water is an aquatic habitat medium,Leaves of aquatic plants are large,option4
1,In which habitat do plants have deep roots?,Mountains,Grassland,Desert,Aquatic,option3
1,What is a correct statement about the relationship between animals and plants in a habitat?,All adapted to the habitat,Various species can share one habitat,Both (a) and (b) are correct,None of these are correct,option3
1,Animals in grasslands lack adaptation for which feature?,Camouflage with long grass,Survival with less food,Storing water in stomachs,Digestive system for grasses,option3
1,Why do we need two muscles to move a bone?,"A muscle can only push, it cannot pull","A muscle can only pull, it cannot push",A muscle can pull or push,All of the above,option2
1,Which joint is used in neck exercises?,Ball and socket joint,Hinge joint,Fixed joint,Pivotal joint,option4
1,Match parts 1 to 3 correctly based on joint types and body structures.,1 - Fixed joint; 2 - Pivotal joint; 3 - Hinge joint,1 - Fixed joint; 2 - Backbone; 3 - Hinge joint,1 - Pivotal joint; 2 - Backbone; 3 - Rib cage,1 -Fixed joint; 2 - Pivotal joint; 3 - Rib cage,option4
1,Which bones enclose the part of our body we sit on?,Waist bones,Hip bone,Pelvic bones,None of the above,option3
1,Which features help a snail to move?,Strong muscle structure lubricated with mucus,Waves of muscular contractions,Carried shell,Strong muscle structure with wavy foot motion,option4
