language_id,questions,option1,option2,option3,option4,answer
6,Boiling of water is a chemical change because new gas (water vapour) is produced.,TRUE,FALSE,Both ‘a’ and ‘b’,None of the above,option2
,,,,,,
6,Rotting of a fruit is a chemical change. Which is the sign that proves this statement?,New smell coming from fruit,Change in color of fruit,Change in shape of fruit,All of the above.,option1
,,,,,,
6,Lemon juice + Water + Sugar + Salt ? Lemonade. This is an example of which kind of change?, Physical change,Chemical change,None of the above,None of the above,option1
,,,,,,
6,Lemon juice + Baking soda ? carbon dioxide. This is an example of which kind of change?,Physical change,Chemical change,None of the above,None of the above,option2
,,,,,,
6,Which factors determine the formation of understoreys in a forest?,Different types of crowns,Different sizes of crown,Different heights of trees,All of the above,option4
,,,,,,
6,Which one of the following is the role of forests?,"Provide food, shelter, water and medicines",Prevent soil erosion,Prevent flood,All of the above,option4
,,,,,,
6,Which is a renewable resource?,Forest,Town,Village,None,option1
,,,,,,
6,Which of the following is a way to use water economically?,Construction of bawris,Leave the running taps.,Drip irrigation,none of the above,option3
,,,,,,
6,Which of the following is not involved in the Water cycle?,Evaporation,Condensation,Precipitation,Rainwater harvesting,option4
,,,,,,
6,What is not the cause of depletion of Water Table?,Deforestation,Over-pumping of groundwater.,Afforestation,Scanty rainfall,option3
,,,,,,
6,Which of the following is not the reason for the reduced level of the water table?,Increase in population,Scanty rainfall,Deforestation,Tree plantation,option2
,,,,,,
6,Which of the following are the ways of eradicating water shortage?,Rainwater harvesting,Recycle waste water,Monitor leakages,All of the above,option4
,,,,,,
6,Name the upper level of water under the ground which occupies all the spaces in the soil and rocks?,Water cycle,Water table,Rainwater,None of the above,option2
,,,,,,
6,In what units the rate of rainfall is expressed?,Millimeters,Meters,Kilometers,None of the above,option1
,,,,,,
6,Which of the following places in India rarely gets any rain during the monsoon season?,Thar Desert,Shimla,Kochi,Meghalaya,option1
,,,,,,
6,Which of the following is used to measure the Intensity of rainfall?,Rain gauge,Anemometer,Hydrometer,Seismometer,option1
,,,,,,
6,"When waste-water is passed through bar screens in Wastewater Treatment Plant, it removes:",Plastic bags,Sand,Grit,All of the above,option1
,,,,,,
6,Aeration of water during wastewater treatment removes:,Bacteria,Germs,Human waste,Sand,option3
,,,,,,
