language_id,questions,option1,option2,option3,option4,answer
1,"To separate a mixture of soluble solid and water, such that both components are useful to us, which techniques are useful?",Evaporation,Sedimentation,Filtration,All of the above,option1
1,"What is the name of the salt solution, if no more salt can be dissolved?",Unsaturated solution,Salty solution,Saturated solution,Both 'a' and 'b',option3
1,What energy conversion takes place inside an electric cell,Chemical energy into electrical energy,Electrical energy into light energy,Electrical energy into magnetic energy,Chemical energy into heat energy,option1
1,Which of the following is an example of a combination of circular motion and periodic motion?,Motion of the sun around the earth,Motion of motorcycles in a circular road,Motion of the earth around the sun,Both a) and c),option3
1,"When a stone is held by a string and rotated by hand, why do we call it a circular motion?",Stone moves on a path which is at fixed length from the hand,Stone repeats its motion after a fixed time interval,Stone is held tightly,Stone moves along a path which is not straight,option1
1,What kind of mixtures are aerated drinks?,Solid-Solid,Liquid-Solid,Gas-Liquid,Liquid-Liquid,option3
1,The steps involved in the oxygen cycle are all except, Plants release oxygen during photosynthesis,Animals use oxygen during respiration,  Plants use oxygen during respiration, Plants release oxygen during respiration,option4
1,What is the right order of processes in Water Cycle?,Evaporation -> Condensation -> Precipitation ,Condensation -> Transpiration -> Evaporation,Precipitation -> Evaporation -> Rain,Rain -> Hail -> Evaporation,option1
1,In which type of motion an object moves in such a way that its distance from a fixed point always remains the same?,Rotational motion,Periodic motion,Curvilinear motion,Circular motion,option4
1,Where are recyclable materials collected?, Red bins,Blue bins,Yellow bins,Green bins,option2
1,How many arrows are typically present in a recycling label?,One arrow,Two arrow, Three arrow,Four arrow,option3
1,What is the hierarchy of the Three Rs in waste management?,"Reduce, reuse, recycle "," Reuse, recycle, reduce","Reuse, reduce, recycle ","Recycle, reduce, reuse",option1
1,What do you mean by 3Rs in waste management?,"'Reduce', 'Reuse' and 'Recycle'","'Reoccur', 'Reuse' and 'Refuse'","'Reduce', 'Rush' and 'Recalculate'",None of the above,option1
1,What is the meaning of 'Reduce' in waste management?,Reduce the amount of any kind waste produced,Reduce the amount of only dry waste produced,Reduce the amount of only wet waste produced,Reduce the amount of time spent in waste segregation,option1
1,What is the process called when water comes out of a leaf in the form of vapor?,Transpiration,Evaporation, Respiration, Photosynthesis,option1
1,Where are the food prepared by leaves stored?,Stem,Roots,Veins,Different parts of plants,option4
1,The plants and animals that live on land belong to which of the following habitats?,Terrestrial habitat,Aquatic habitat,Both aquatic and terrestrial,None of the above,option1
1,What is the term for the area where all living and nonliving things interact with each other?,Community,Habitat,Population,Ecosystem,option4
1,How many pairs of ribs are there in the human body?,8,9,12,17,option3
1,How many degrees can a hinge joint move?,120 degrees,150 degrees,360 degrees,180 degrees,option4
1,How many skeletal muscles are needed to move a bone?,A pair,Single,Triple,None of the above,option1
1,What type of injuries do doctors examine using X-ray films?,Injuries of bone,Injuries of muscles,Skin injuries,Joint injuries,option1
1,Who crawls on the ground by alternately looping sideways?,Fish,Snail,Snake,Earthworm,option3
1,How does the earthworm move?,By dragging,By crawling making alternate loops,By alternate extension and contraction of the body,By alternate looping,option3
1,What are some foods that are good sources of protein?,Candy,Bread,"Meat, fish, eggs",Popcorn,option3
1,Which source of protein is different from others?,Peas,Green gram,Soya beans,Cottage cheese (paneer),option4
1,Which vitamin is synthesized by the body when exposed to sunlight?,Vitamin A,Vitamin C,Vitamin D,Vitamin B1,option3
1,"Which food item provides a combination of vitamins, minerals, and proteins?",Whole grain food,Fatty fish,Plant oil,Nuts,option4
1,What is a term for a diet that includes all necessary nutrients?,Nutritional diet,Balanced diet,Perfect diet,Tasty diet,option2
1,What component aids in relieving constipation?,Fibre,Fats,Minerals,Proteins,option1
1,What is the principle behind solar water purifiers?,Condensation,Evaporation,Sublimation,Both (a) and (b),option4
1,Which of the following statements is true for twins?,Look similar,Have the same height,Both a and b,None of these,option1
1,How to dispose of a mobile phone?,Recycling bag at home,Organic Bin at home,Civic Amenity Site,Return to store,option4
