language_id,questions,option1,option2,option3,option4,answer
1,What is the process of making Yarn from Fibre called?,Ginning,Knitting,Weaving,Spinning,option4
1,Which of the following fibres uses the ginning process ?,Jute,Silk,Cotton,Wool,option3
1,Whose fibres are extracted from bark or stem of plants?,Jute,Cotton,Nylon,Silk,option1
1,Which of the following is not an example of synthetic fiber?,Nylon,Rayon,Wool,Polyester,option3
1,What is the process of making yarns from fibers?,Grinning,Weaving,Spinning,Knitting,option3
1,"Which of the following fibers is used for making parachutes, ropes and sleeping bags?",Rayon,Nylon,Polyesters,Silk,option2
1,Which of the following processes is used to make mats and baskets?,Weaving,Knitting,Ginning,Spinning ,option1
1,By which process Salt can be separated from a salt solution?,Evaporation,Filtering,Sieving,Handpicking,option1
1,Which of these is an irreversible change,Boiling of water,Folding a paper,Baking a cake,Rolling a roti,option3
1,How does the wool protect our ear against cold?,Transfers heat away from ears.,Transfers heat to ears.,Provides heat.,Prevents heat loss.,option4
