language_id,questions,option1,option2,option3,option4,answer
1,Which of the following is not a factor influencing weather?,Temperature,Wind speed,Amount of sunlight,All are factors of weather,option3
1,Which of the following statements is wrong with respect to air?,Air exerts pressure,Air occupies space,Air moves from low pressure to high pressure area,Air expands on heating,option3
1,How do the pores between soil particles help?,They help roots to breathe,They help to store nutrients,They help in better absorption of nutrients,They keep the plant cool,option1
1,How do plants facilitate gaseous exchange?,Stem,Leaves,Roots,Flowers,option2
1,What happens to the roots of a potted plant when it is overwatered?,Roots pick up the growth,Roots rot and die,Roots become dry and die,Roots absorb nutrients better,option2
1,Stamens contain which of the following parts?,Style,Anther,Ovary,Stigma,option2
1,Which part is known as the female reproductive part of a flowering plant?,Stigma,Stamens,Flowers,Pistil,option4
1,Which is the process in which the pollen lands on the stigma of the same flower?,Cross-pollination,Self-pollination,Right pollination,Pollination,option2
1,What is the process of fusion of the male and the female gametes called?,Fertilization,Pollination,Reproduction,Seed formation,option1
1,Appu found a parachute-like structure with a seed attached to it. What will be that seed dispersal method?,Wind,Water,Animals,Explosive action,option1
