language_id,questions,option1,option2,option3,option4,answer
1,Which gas is needed to perform respiration at the cellular level?,Oxygen,Nitrogen,Carbon,Helium,option1
1,Which of the following plant bear a bisexual flower?,Corn,Papaya,Cucumber,Mustard,option4
1,Choose the features associated with Seed dispersal.,Avoids competition,Produces mixed population,Promotes new habitats,All of the above,option4
1,Which part of the flower forms fruit?,Seed,Ovary,Petals,Stamen,option2
1,Rohan wrote some features about asexual reproduction. Choose the correct ones.,It requires only one parent.,Reproduction takes place without the involvement of seeds.,Daughter cells formed are identical to parents and each other.,All of the above,option4
1,Bobo observed that onions don't need seeds to reproduce. Which type of reproduction is involved in it?,Sexual Reproduction,Asexual Reproduction,Fragmentation,Budding,option2
1,Which part of the bryophyllum helps in reproduction?,Leaves,Stem,Root,Seed,option1
1,Ginger reproduces asexually by vegetative propagation. Which part of ginger is involved in asexual reproduction?,Stem,Leaf,Roots,Flower,option1
1,In which process of asexual reproduction does the parent organism break up into smaller pieces upon maturation?,Budding,Fragmentation,Sperm formation,Vegetation,option2
1,Why does dough rise when yeast is added to it?,Yeast cells reproduce by budding,The rapidly reproducing yeast cells release carbon dioxide due to respiration,Budding yeast cells form chains,Because of the bulk of the new yeast cells.,option2
