language_id,questions,option1,option2,option3,option4,answer
1,"If the number of workers is inversely proportional to the time taken to complete a task, and it takes 8 workers 6 hours to finish the task, how many workers will be needed to complete the same task in 4 hours?",12,16,24,32,option1
1,What is the result of 3/5 + 2/3?,11/15.,5/8.,13/15,19/15,option4
1,Find the value of (4+7)2.,121,169,225,196,option1
1,Which of the following sets of numbers forms a Pythagorean triplet?,"5, 12, 13","4, 7, 9","8, 15, 18","3, 6, 8",option1
1,What is the square root of 64?,6,8,4,10,option2
1,Simplify 3−2×23.,8/72.,8/9.,8/18.,8/81.,option2
1,Compare 2×105 and 5×104.,2×10⁵ is greater.,5×10⁴ is greater.,They are equal.,Cannot be determined.,option1
1,"If the distance covered is directly proportional to the time taken, and it takes 3 hours to cover 150 km, how far can be covered in 5 hours?",200 km,250 km,300 km,350 km,option2
1,Evaluate 5/6×2/3.,5/9.,5/4.,1/2.,2/3.,option1
1,Find the value of (9−5)².,16,36,64,25,option1
