language_id,questions,option1,option2,option3,option4,answer
1,What are floods?,Cities experience water clogging due to prolonged rainfall.,Overflowing sewers,Excessive precipitation leads to overflowing water bodies.,None of the above,option3
,,,,,,
1,What is a drought?,Shortage/ deficiency of water,Too much precipitation,Too many people using water,Strong winds,option1
,,,,,,
1,How can we conserve water?,By avoiding wastage of water,By avoiding wastage of water,By using water carefully,All of these,option4
,,,,,,
1,What does 'biodegradable' mean?,It breaks down in nature,Bad for environment,Perfect for composting,Can be eaten,option1
,,,,,,
1,What waste is obtained from Animals and Plants?,Biodegradable waste,Non degradable waste,Plastic waste,None of the above,option1
,,,,,,
1,Which substances are difficult to dispose of?,Glass,Wood,Rubber,None of these,option1
,,,,,,
1,Correct method to dispose of garbage?,To prepare manure from biodegradable garbage,To recycle non-degradable garbage,Both b) and c),None of these,option3
,,,,,,
1,What can be recycled?,Waste paper,Leather shoes,Animal waste,Kitchen waste,option1
,,,,,,
1,Recyclable materials collected in, Red bins,Blue bins,Yellow bins,Green bins,option2
,,,,,,
1,Recycling label arrows,One arrow,Two arrow, Three arrow,Four arrow,option3
,,,,,,
1,Choose 'Reduce' example, Bringing newspapers to recycling center,Using plastic bags as garbage bags,Using less water during a shower,All of the above,option3
,,,,,,
1,Three Rs hierarchy,"Reduce, reuse, recycle "," Reuse, recycle, reduce","Reuse, reduce, recycle ","Recycle, reduce, reuse",option1
,,,,,,
1,What do you mean by 3Rs in waste management?,"'Reduce', 'Reuse' and 'Recycle'","'Reoccur', 'Reuse' and 'Refuse'","'Reduce', 'Rush' and 'Recalculate'",None of the above,option1
,,,,,,
1,What is the meaning of 'Reduce' in waste management?,Reduce the amount of any kind waste produced,Reduce the amount of only dry waste produced,Reduce the amount of only wet waste produced,Reduce the amount of time spent in waste segregation,option1
,,,,,,
1,The method of preparing compost with the help of earthworms is called,Composting,Vermicomposting,Manuring,Decomposing,option2
,,,,,,
1,Vermicompost is,Food waste of earthworms,Excreta of earthworms,Dead skin of earthworms,Dead body parts of earthworms,option2
,,,,,,
1,Which body parts help fish move about in the water?,Mouths and gills,Legs and scales,Wings and tails,Fins and tails,option4
,,,,,,
1,Which category of plants possesses the feature of thick and hard stems?,Herb,Shrub,Tree,Climber,option3
,,,,,,
1,"If I possess a tender green stem, what am I?",Tree,Herb,Shrub,None,option2
,,,,,,
1,Which type of plant has a weak stem?,Herb,Creeper,Shrub,None,option2
,,,,,,
1,"Which part of the plant bears fruits, branches, buds?",Stem,Root, Leaves,None of the above,option1
,,,,,,
1,Plant part preventing soil erosion,Root,Flower,Leaves,Stem,option1
,,,,,,
1,Water comes out of a leaf in a form of vapour by a process called,Transpiration,Evaporation, Respiration, Photosynthesis,option1
,,,,,,
1,Which part of the plants allow water to transpire?,Stomata,Roots, Flowers,Fruits,option1
,,,,,,
1,Leaves prepare their own food in the process of ,Evaporation,Condensation,Roots and stem,Photosynthesis,option4
,,,,,,
1,The food prepared by leaves are stored in,Stem,Roots,Veins,Different parts of plants,option4
,,,,,,
1,The plants and animals that live on land belong to which of the following habitats?,Terrestrial habitat,Aquatic habitat,Both aquatic and terrestrial,None of the above,option1
,,,,,,
1,All of the living and nonliving things interact with each other in an area known as?,Community,Habitat,Population,Ecosystem,option4
,,,,,,
1,What is the habitat of a giraffe?,Mountains,Grasslands,Ocean,Lake,option2
,,,,,,
1,Why does a fish have slippery scales?,To make other animals jealous,To swim in water easily,To reflect sunlight,All of the above,option2
,,,,,,
1,What do you call an animal that kills and eats another animal?,A prey,A predator,An omnivore,A carnivore,option2
,,,,,,
1,"Which habitat is very dry, has little plant life, and is harsh for animals?",Grasslands,Temperate Forest,Desert,Polar Regions,option3
