language_id,questions,option1,option2,option3,option4,answer
1,What property of material should be applied in making handles of cooking utensils?,Good thermal conductor,Thermal insulator,Thermal radiator,Hard and strong,Option2
1,Which method of heat transfer can take place in a vacuum?,Conduction,Convection,Radiation,All of the above,Option3
1,A marble tile would feel cold as compared to a wooden tile on a winter morning because:,It is a better conductor of heat than a wooden tile.,It is a better insulator of heat than a wooden tile.,It reflects more heat than a wooden tile.,None of these.,Option1
1,What type of heat transfer happens when you burn your finger by touching a hot pan?,Radiation,Conduction,Convection,All of the above,Option2
1,Many electric appliances like laptops and ovens come with a rotating cooling fan. What is the use of this cooling fan?,To prevent overheating of the device,To maintain stability of the device,To prevent people working with them from feeling very hot,To prevent dust from entering inside the circuit board,option4
1,The wires for making electric circuits do not normally become hot but a filament of an electric bulb becomes hot. Why?,The wire in electric circuits is made of insulator material.,The wire in electric circuits has an insulator coating.,The wire in electric circuits is made of a very good conductor. ,The wire in electric circuits utilizes the heat produced.,option3
1,How do miniature circuit breakers work?,By having pieces of metal wire that melt when current gets too high,By having a switch that will break a circuit if the current gets too high,By having pieces of metal wire that melt when current gets too low,By having a switch that will break a circuit if the current gets too low,option2
1,Is using a high current fuse in a low current appliance dangerous?,TRUE,FALSE,Partially true,Not applicable,option1
1,Choose the statement which is NOT correct in the case of an electric fuse.,Fuses are inserted in electric circuits of all buildings.,There is a maximum limit on the current which can safely flow through the electric circuits.,There is a minimum limit on the current which can safely flow through the electric circuits.,If a proper fuse is inserted in a circuit it will blow off if current exceeds the safe limit.,option3
1,A fuse is used in a laptop and another fuse is used in a refrigerator. Choose the correct statement.,Melting point of a laptop fuse wire > melting point of the refrigerator fuse wire.,Melting point of a laptop fuse wire < melting point of the refrigerator fuse wire.,Melting point of a laptop fuse wire = melting point of the refrigerator fuse wire.,A laptop does not need a fuse at all.,option2
