language_id,questions,option1,option2,option3,option4,answer
1,Which of the following is NOT a use of a concave mirror?,Car headlights,Torches,Security mirrors,Mirrors used by dentist,option3
1,Which kind of image is formed in convex lenses?,Real and erect images,Virtual and inverted images,Real and inverted images,No images formed,option3
1,Which kind of an image is formed in a concave lens?,Real and erect images,Virtual and inverted images,Real and inverted images,Virtual and erect images,option4
1,In a campsite there are tents of two shades -one made with black fabric and the other with white fabric. Which one would you prefer for resting on a hot summer afternoon? ,Black tent because it will absorb most of the heat.,Black tent because it will reflect most of the heat.,White tent because it will absorb most of the heat.,White tent because it will reflect most of the hea,Option3
1,Dark coloured clothes are preferred during which season?,Winter season,Summer season,Rainy season,None of these,Option1
1,How are wind currents generated?,Uneven heating of the earth,Even heating of the earth,Cooling of the earth,None of these,option1
1,How do strong winds produced by a rise in temperature move?,Downwards,Upwards,Laterally,None,option2
1,Wind currents are generated by uneven heating between what?,Earth and the Moon,Poles and the equator,Sun and the moon,Stars and the moon,option2
1,Vegetative propagation is which type of reproduction?,Asexual reproduction,Sexual reproduction,Binary fission,Fragmentation,option1
1,Which parts of a plant can be identified as vegetative parts?,Stem,Leaf,Flower,Both 'a' and 'b' ,option4
