language_id,questions,option1,option2,option3,option4,answer
6,Oxygen gas is filled in a cylinder. Select the ways through which intermolecular space in oxygen gas might get increased.,Increasing pressure in the cylinder,Leak in the cylinder,Distributing the same amount of oxygen in two cylinders,Both ‘b’ and ‘c’,option4
,,,,,,
6,Which of the following will have the strongest intermolecular forces?,Sodium chloride,Hydrogen,Ethanol,Carbon dioxide,option1
,,,,,,
6,What is the phenomenon called when crystals of potassium permanganate turn the entire water in a beaker pink over time?,Boiling,Melting of potassium permanganate crystals,Sublimation of crystals,Diffusion,option4
,,,,,,
6,"When a gas is compressed keeping temperature constant, what does it result in?",Increase in collision among gaseous particles,Decrease in speed of gas particles,Decrease in collision among gas particles,None of these,option1
,,,,,,
6,"Imagine if particles in solids could move at high speed, what property would change for solids?",Solids will become less compressible,Solids will become more compressible,Solids will diffuse at a faster rate,Both ‘b’ and ‘c’,option4
,,,,,,
6,What are the effects of applying pressure to particles of matter?,Intermolecular collisions decrease,Intermolecular space decreases,Intermolecular bonds become stronger,All of the above,option4
,,,,,,
6,A substance has a melting point of 25 degree C. What would be its boiling point?,25 oC,Less than 25 oC,More than 25 oC,Cannot be determined,option3
,,,,,,
6,Which of the following has the highest kinetic energy?,Ice particles at 273 K,Water particles at 273 K,Water particles at 373 K,Steam particles at 373 K,option4
,,,,,,
6,What is the amount of heat gained by a solid object to convert it into a liquid without any further increase in the temperature known as?,Latent heat of fusion,Latent heat of vaporization,Boiling point,Melting point,option1
,,,,,,
6,What happens to the movement of the particles in a substance when the thermal energy is increased?,Speed Up,Slow down,Remains unchanged,None of the above,option1
,,,,,,
6,What happens to the arrangement of particles as thermal energy is removed from a substance?,The particles get farther apart,The particles get closer together,Remains undisturbed,Can’t be determined,option2
,,,,,,
6,When we blow air into the balloon it inflates. What is the reason behind this?,Air particles exert pressure on the wall of the balloon,Air particles diffuse into the balloon,Rubber is elastic in nature,The temperature of air in the balloon increases,option1
,,,,,,
6,How is solid carbon dioxide stored?,Under high temperature,Under low temperature,Under high pressure,Under low pressure,option3
,,,,,,
6,Why do liquids with lower boiling points evaporate faster?,The bonds between the liquid particles are weaker.,All liquids evaporate easily,The bonds between the liquid particles are stronger.,None of the above,option1
,,,,,,
6,A liquid is kept in a China dish. How can the rate of evaporation of liquid be increased?,Keep the dish in the open,Blow air into the liquid,Keep the dish under a running fan,All of the above,option4
,,,,,,
6,What happens when a liquid perfume is sprayed on your palm?,It gains heat only from the surroundings and evaporates,It gains heat only from the palm and evaporates,It gains heat from the palm or surroundings and evaporates,None of the above,option3
,,,,,,
6,"Substances A and B, when combined, create a new substance C with distinct properties, and heat is produced in the process. What is the substance C?",Compound,Element,Mixture,None of the above,option1
,,,,,,
6,A mixture of sulphur and carbon disulphide is,Heterogeneous and shows Tyndall effect,Homogeneous and shows Tyndall effect,Heterogeneous and does not show Tyndall effect,Homogeneous and does not show Tyndall effect,option3
,,,,,,
6,Which solution is more concentrated?,25 g of salt in 100 mL of water,5 g of salt in 100 mL of water,10 g of salt in 100 mL of water,0 g of salt in 100 mL of water,option1
,,,,,,
6,A saturated solution is cooled down. What will happen?,Solution will stay the same.,Solution will become unsaturated,Solution will become supersaturated,All of the above,option1
,,,,,,
6,A saturated solution is heated. What will happen?,Solution will stay the same.,Solution will become unsaturated,Solution will become supersaturated,None of the above,option2
,,,,,,
