language_id,questions,option1,option2,option3,option4,answer
1,How much time does a pendulum of a given length take to oscillate?,equal time in some oscillation.,unequal time in some oscillation.,equal time in each oscillation.,unequal time in each oscillation.,option3
1,Choose the basic unit for speed.,km/s,km/h,m/s,m/h,option3
1,The speed of an object is correctly represented in which of the following options?,5 m/s,5 mp,5 m/s-1,5 s/m,option1
1,"Choose the correct relationship between speed, distance, and time.",Speed = time/ distance,Time = speed x distance,Distance = speed x time,Time = speed / distance,option3
1,What does the x-axis represent on the distance-time graph?,Distance,Displacement,Speed,Time,option4
1,Which of the following is a good definition of climate?,Daily changes in the atmosphere.,The state of the atmosphere all over the world.,The average weather in large regions over a long period of time.,All of the above,option3
1,What is the cause of humidity in the climate?,Rainfall,Amount of water vapour in the air,Snowfall,Wind,option2
1,Which of the following briefly describes the desert climate?,Hot and humid,Dry and humid,Hot and dry,Hot and wet,option3
1,"When temperature increases, what happens?",Rise in pressure,Rainbow,Evaporation of water,Movement of air,option3
1,What conditions affect weather?,Temperature,Clouds,Wind created by air mass movement,All of the above,option4
