language_id,questions,option1,option2,option3,option4,answer
1,Which is responsible waste disposal? ,Using paper/cloth bags,Polythene bag disposal,Segregating degradable and non-degradable waste,Crafting with used notebooks,option2
1,Pick the odd one out.,Synthetic cloth,Aluminium foil,Plastic bags,Used tea leaves,option4
1,Which of these cannot be decomposed?,Egg shells,Leaves,Pizza crust,Medicine packs,option4
1,Where does town waste get dumped?,Sanitary landfill,Rivers and lakes,Wells,Farms,option1
1,Identify an example of a herb.,Mango,Jackfruit tree,Wheat,None,option3
1,What term describes plants that rely on neighboring structures for support and climb upwards?,Herb,Shrub,Tree,Climber,option4
1,"Tomato, mint and paddy belongs to which category of plants? ",Shrubs,Trees,Climbers, Herbs,option4
1,What is the process by which plants lose water vapor from their leaves?,Respiration,Transpiration,Photosynthesis,Nitrogen fixation,option2
1,Choose features of a grassland.,Only grasses,Mostly grass with cluster of trees in the center,Mostly grass with few scattered trees,Cultivated grasses like wheat and rice,option3
1,Which of the following is a biotic factor?,pH,Predation,Temperature,Salinity,option2
