language_id,questions,option1,option2,option3,option4,answer
1,3/4×2/5 =______,6/20.,3/10. ,5/6.,15/20,option1
1,5/8×1/3 =______,5/24.,5/40.,5/18.,1/3.,option1
1,2/7×3/4 =______,3/14.,6/28.,6/7.,3/28.,option1
1,1/2×4/9 =______,1/4.,2/9.,2/18.,4/18.,option4
1,3/5×4 =______,12/5.,4/5.,3/20.,7/5.,option1
1,2/3×6 =______,4,3,2,5,option1
1,5/8×2 =______,5/4.,5/16.,10/8.,5/8.,option1
1,1/4×9=______,3,9/4.,1/36.,9/2.,option2
1,2/3÷4/5=______,10/12.,5/6.,8/15.,5/4.,option2
1,3/4÷1/2=______,6/4.,6/2.,1/4.,3/8.,option1
