language_id,questions,option1,option2,option3,option4,answer
1,What does passing waste-water through bar screens in a Wastewater Treatment Plant remove?,Plastic bags,Sand,Grit,All of the above,option1
1,What does aeration of water remove during wastewater treatment?,Bacteria,Germs,Human waste,Sand,option3
1,What is loamy soil a mixture of?,Sand + Clay,Sand + Clay + Silt,Sand + Silt,Sand + Silt + Rocks,option2
1,What is weathering?,Reflection of light from soil surface,Formation of soil from rocks and minerals,Process of rock formation,Process of soil pollution,option2
1,Which of the following features is not applicable to penguins?,Streamlined body and webbed feet ,White colored body ,Enough fat and fur that sometimes they can get overheated,Penguins huddle together to keep themselves warm,option3
1,What is the fluid part of the blood called?,Plasma,RBC,WBC,Blood platelets,option1
1,What is the function of WBC?,Transport of oxygen,Fight against germs,Involved in blood clotting,All of these,option2
1,What does the left side of the heart have blood rich in?,Carbon Dioxide,Oxygen,Hemoglobin,None of these,option2
1,Which is the function of the cardiovascular system?,Circulates oxygen and removes carbon dioxide,Provide cells with nutrients,Removes the waste products of metabolism to the excretory organs for disposal,All of the above,option4
1,Name the organ which is located in the chest cavity with its lower tip slightly tilted towards the left.,Kidney,Heart,Brain,Pancreas,option2
