language_id,questions,option1,option2,option3,option4,answer
1,How many arrows are typically present in a recycling label?,One arrow,Two arrow, Three arrow,Four arrow,option3
1,What is the hierarchy of the Three Rs in waste management?,"Reduce, reuse, recycle "," Reuse, recycle, reduce","Reuse, reduce, recycle ","Recycle, reduce, reuse",option1
1,What do you mean by 3Rs in waste management?,"'Reduce', 'Reuse' and 'Recycle'","'Reoccur', 'Reuse' and 'Refuse'","'Reduce', 'Rush' and 'Recalculate'",None of the above,option1
1,What is the meaning of 'Reduce' in waste management?,Reduce the amount of any kind waste produced,Reduce the amount of only dry waste produced,Reduce the amount of only wet waste produced,Reduce the amount of time spent in waste segregation,option1
1,What is the process called when water comes out of a leaf in the form of vapor?,Transpiration,Evaporation, Respiration, Photosynthesis,option1
1,Where are the food prepared by leaves stored?,Stem,Roots,Veins,Different parts of plants,option4
1,The plants and animals that live on land belong to which of the following habitats?,Terrestrial habitat,Aquatic habitat,Both aquatic and terrestrial,None of the above,option1
1,What is the term for the area where all living and nonliving things interact with each other?,Community,Habitat,Population,Ecosystem,option4
1,How many pairs of ribs are there in the human body?,8,9,12,17,option3
1,How many degrees can a hinge joint move?,120 degrees,150 degrees,360 degrees,180 degrees,option4
