language_id,questions,option1,option2,option3,option4,answer
1,"The base of a triangular field is 12 m, and its height is 15 m. What is the area of the field?",90 m²,108 m²,120 m²,180 m²,option1
1,"If each side of a cube is 6 cm, what is its total surface area?",216 cm²,288 cm²,324 cm²,360 cm²,option1
1,"In a parallelogram, if one angle is twice the measure of another angle, what can you conclude about the angles?",They are supplementary,They are complementary,They are congruent,They are both right angles,option2
1,"In a quadrilateral, if the diagonals bisect each other, what type of quadrilateral is it?",Trapezium,Kite,Rhombus,Rectangle,option3
1,"In a rhombus, if one angle is 60∘, what are the measures of the other three angles?","60∘,60∘,60∘","120∘,120∘,120∘","30∘,30∘,30∘","90∘,90∘,90∘",option1
1,Which of the following statements is true about concave polygons?,It has at least one interior angle greater than 180∘,All angles are equal,It cannot have diagonals,It has all sides of equal length,option1
1,"If the diagonals of a quadrilateral are perpendicular bisectors of each other, what type of quadrilateral is it?",Rectangle,Trapezium,Rhombus,Parallelogram,option3
1,What is the sum of the interior angles of a polygon with n sides?,(n−2)×180∘,(n−2)×90∘,n×90∘,n×180∘,option1
1,"In a quadrilateral, if one angle is a right angle and the opposite angle is an obtuse angle, what type of quadrilateral is it?",Square,Rhombus,Kite,Trapezium,option4
1,"In a regular hexagon, if each interior angle is 120∘, what is the measure of each exterior angle?",30∘,45∘,60∘,90∘,option3
