language_id,questions,option1,option2,option3,option4,answer
1,"Fill in the missing number in the fact family: 9 × 8 = 72, 72 ÷ 8 = 9, 72 ÷ 8 = 9, 72 ÷ 9 = _____.",8,9,72,64,option1
1,"What is the missing number in the fact family: 4 × 6 = 24, 24 ÷ 6 = 4, 24 ÷ 4 =_____.",4,6,8,12,option2
1,Which of the following numbers is a multiple of both 4 and 6?,24,30,18,15,option1
1,Find the factors of 36.,"1, 2, 3, 4, 6, 9, 12, 18, 36","1, 2, 4, 8, 16, 24","1, 3, 9, 27","1, 5, 10, 20",option1
1,The common multiples of 5 and 7 are:,"15, 30, 45, 60, ...","21, 42, 63, 84, ...","25, 50, 75, 100, ...","35, 70, 105, 140, ...",option4
1,What is the least common multiple of 3 and 8?,8,12,16,24,option4
1,3/5 + 2/5=_____?,5/5/.,4/5.,3/5.,2/5.,option1
1,Subtract 2/3 from 4/5.,2/15.,2/3.,12/15.,1/15.,option1
1,What is the result of 5/8 − 1/4?,1/8.,1/2.,3/8.,7/8.,option3
1,2/3 + 4/5 = _____?,14/15,12/15.,22/15,6/15. ,option3
