language_id,questions,option1,option2,option3,option4,answer
1,What do we obtain on condensation of water vapours?,Rain,Snowfall,Hail,Water Droplets,option4
1,Which is an incorrect sentence?,Nylon is a synthetic fibre,Wool is obtained from animals,Silk Fiber is an artificial fiber,Jute is obtained from plants,option3
1,Which state of matter has a definite volume but can change shape?,Gas,Liquid,Solid,Physical change,option2
1,In which case the attraction is seen between the poles of two bar magnets,N - pole of one magnet with S pole of other,N - pole of one magnet with N - pole of other,S - pole of one magnet with S - pole of other,All of these cases show attraction,option1
1,Which of the following shows Evaporation ?,Liquid water becomes vapours,Liquid water becomes an ice,Vapours becomes a liquid water,Ice becomes a liquid water,option1
1,Which material should Rani use to block the Sun from reaching her ring?,Cling film,Plastic wrap,Aluminum Foil,Wax paper,option3
1,"If Raj lights a flashlight through an opaque object, how much light would pass through?",All of the light,Most of the light,None of the light,Half of the light,option3
1,What is the process by which a gas changes into a liquid?,Decantation,Sublimation,Condensation,Sedimentation,option3
1,Select all translucent objects from the list.,Ice,Wood,Mirror,Plastic Bag,option1
1,Which of the following allows light to pass through it easily?,A metal plate,A glass tumbler,A book,A wooden block,option2
