language_id,questions,option1,option2,option3,option4,answer
1,"To separate a mixture of soluble solid and water, such that both components are useful to us, which techniques are useful?",Evaporation,Sedimentation,Filtration,All of the above,option1
1,"What is the name of the salt solution, if no more salt can be dissolved?",Unsaturated solution,Salty solution,Saturated solution,Both 'a' and 'b',option3
1,What energy conversion takes place inside an electric cell,Chemical energy into electrical energy,Electrical energy into light energy,Electrical energy into magnetic energy,Chemical energy into heat energy,option1
1,Which of the following is an example of a combination of circular motion and periodic motion?,Motion of the sun around the earth,Motion of motorcycles in a circular road,Motion of the earth around the sun,Both a) and c),option3
1,"When a stone is held by a string and rotated by hand, why do we call it a circular motion?",Stone moves on a path which is at fixed length from the hand,Stone repeats its motion after a fixed time interval,Stone is held tightly,Stone moves along a path which is not straight,option1
1,What kind of mixtures are aerated drinks?,Solid-Solid,Liquid-Solid,Gas-Liquid,Liquid-Liquid,option3
1,The steps involved in the oxygen cycle are all except, Plants release oxygen during photosynthesis,Animals use oxygen during respiration,Plants use oxygen during respiration, Plants release oxygen during respiration,option4
1,What is the right order of processes in Water Cycle?,Evaporation -> Condensation -> Precipitation ,Condensation -> Transpiration -> Evaporation,Precipitation -> Evaporation -> Rain,Rain -> Hail -> Evaporation,option1
1,In which type of motion an object moves in such a way that its distance from a fixed point always remains the same?,Rotational motion,Periodic motion,Curvilinear motion,Circular motion,option4
1,Where are recyclable materials collected?, Red bins,Blue bins,Yellow bins,Green bins,option2
