language_id,questions,option1,option2,option3,option4,answer
1,A group of friends gather around a fire to stay warm. Which heat transfer process is this?,Conduction,Convection,Radiation,None of the above,Option3
1,Select all the applications or uses of electromagnets.,Electric bells,Speakers,Telegraphs,All of the above,option4
1,What is one difference between electromagnets and bar magnets?,Bar magnets can be turned off but electromagnets cannot.,Bar magnets have magnetic poles but electromagnets do not.,Electromagnets need electricity but bar magnets do not.,Both are the same,option3
1,What is the speed of the bus if it travels 54 km in 90 minutes?,0.6 m/s,10 m/s,5.4 m/s,3.6 m/s,option2
1,How often can a weather change occur?,Monthly,Weekly,Daily,In any time period,option4
1,Which thermometer is used to record daily temperature?,Clinical thermometer,Laboratory thermometer,Minimum and maximum thermometer,None of the above,option3
1,What is the average weather taken over a long time?,Season,Climate of place,Ecosystem,Environment,option2
1,"What is the day-to-day condition of the atmosphere at a place with respect to the temperature, humidity, rainfall, and wind speed known?",Weather,Humidity,Temperature,Habitat,option1
1,â€œI am a huge sphere of hot gases at a very high temperature. All changes in the weather are caused by me. Who am I?â€,Mercury,Sun,Moon,None of these,option2
1,Name the by-products released in respiration by plants:,Carbon Dioxide and water,Oxygen and carbon dioxide,Oxygen and glucose,Water Vapour,option1
