language_id,questions,option1,option2,option3,option4,answer
1,What does it indicate when iodine solution turns a food sample blue-black?,Protein,Carbohydrate,Fat,Vitamins,option2
1,What are the potential results of long-term carbohydrate deficiency?,Person will start to gain weight,Person will become very lean,Person's hair and skin will be healthier,Person's joints will become weak,option2
1,What is a component that is essential but does not provide nutrients?,Fats,Vitamins,Minerals,Fibre,option4
1,How does a balanced diet for an athlete differ from a regular diet?,More carbohydrates than regular diet,More proteins than regular diet,More fibre than regular diet,More water than regular diet,option2
1,What are the special structures which help the redworms in grinding their food? (knowledge),Teeth,Gizzard,Stomach,Tentacles,option2
1,The process by which water and minerals travel up the stem is called:,Photosynthesis,Venation,Conduction,Transpiration,option3
1,What is the term for the type of roots that originate from the base of the stem?,Tap roots,Fibrous roots,Lateral roots,None of the above,option3
1,Primary roots and its branches constitute which kind of root system?,Lateral root system,Tap root system,Fibrous root system,Non fibrous root system,option2
1,What are the smaller roots that grow on the main tap root called?,Fibrous roots,Primary roots,Branched roots,Lateral roots,option4
1,The design made by veins in a leaf is called? ,Leaf venation,Lamina,Stipules,None of the above,option1
