language_id,questions,option1,option2,option3,option4,answer
1,Which of the following appliances do not show the heating effect of electric current?,Electric bell,Electric bulb,Electric stove,Electric heater,Option1
1,The heating effect of electric current depends on which of the following factors?,Length of material,Type of material (conductor or insulator),Thickness of material,All of the above,option4
1,Which of the following is NOT one of the purposes of a fuse or circuit breaker?,To protect appliances against power surges,To prevent metal cases from becoming electrified,To prevent electrocution,To allow you to reduce the power going to an appliance,option3
1,A small glass or plastic tube that contains a piece of wire is an example of what?,A ground wire,A circuit breaker,A fuse,A safety pin,option3
1,A ______________ is a reusable safety switch that breaks the circuit when the current gets too high.,Fuse,Grounded wire,Fuse box,Circuit breaker,option4
1,Which property of an electric wire is used in making an electric fuse?,Toughness of wire,Color of wire,Melting point of the wire,Breaking point of the wire,option3
1,What will be a rectilinear motion with ever-changing speed called?,Uniform rectilinear motion,Uniform motion,Non-uniform motion,Non-rectilinear motion,option3
1,What will uniform motion look like in a distance-time graph?,Curved line,Straight line,Circle,Bent line,option2
1,The distance-time graph of a standing vehicle is parallel to which axis?,X-axis,Y-axis,Both (a) and (b),None of the above,option1
1,Which of the following climatic zones has wet and hot weather conditions all year long?,Mountain,Desert,Tropical,Temperate,option3
