language_id,questions,option1,option2,option3,option4,answer
1,Which of the following statements about nylon is incorrect?,Nylon is the first fully synthetic fibre.,Nylon is made up of the repeating units of amide chemicals.,Nylon is a thermosetting polymer.,Nylon fibres absorb very little water.,option3
1,What are fossil fuels?,Mixture of fuels located at sea bed,Mixtures of gases located under the surface of the Earth,An energy resource formed from the remains of organisms that lived long ago,None of the above,option3
1,Which of the following are the environmental impacts of using fossil fuels?,Global Warming,Acid Rain,Oil Spill,All of the above,option4
1,"""We should use fossil fuel only when absolutely necessary."" How will this help?",It will ensure the availability of fossil fuel for a longer period of time,It will reduce air pollution and lead to a cleaner environment,It will reduce the risk of global warming,All of the above,option4
1,Choose a pair of exhaustible Natural resources from the following,Air and sunlight,Coal and soil,Water and petroleum,Minerals and wildlife,option4
1,Which one of the following are the causes of deforestation?,Severe droughts,Building houses,Forest fires,Both b and c,option4
1,What are the effects of deforestation?,An increase in temperature of earth,Increase in rainfall,Increase in oxygen level,Both a and b,option4
1,Which of the following is a correct method of reforestation?,Planting trees of the same species on a land,Planting trees from different regions,Planting mixed species found in that particular area,Planting mixed fruit trees species,option3
1,What constitutes the Particulate matter in air?,Lead ground-level ozone,"Nitrogen oxides,","Dust, Ash, Pollen, Unburnt particles of smoke","Water vapor, Oxygen",option3
1,"Identify the phenomena of corrosion of marbles of the monument, by acid rain.",Marble Cancer,Corrosion,Rusting,Desalination,option1
