language_id,questions,option1,option2,option3,option4,answer
1,Which of the following types of trees are said to help in purifying wastewater quite rapidly when planted all along the sewage ponds?,Eucalyptus trees,Ficus trees,Neem trees,Peepal trees,option3
1,"Among these diseases, which one is not typically transmitted through water?",Cholera,Typhoid,Asthma,Dysentery,option3
1,Soil microorganisms need moisture and nutrients for survival. Select the habitat with both from the options.,Desert,Forest,Open field,Cricket ground,option2
1,Rohan is visiting his village. He saw his grandfather wanting to grow pulses in his field. Which soil is best suitable for this crop?,Clayey soil,Loamy soil,Sandy soil,All of the above,option2
1,"When Ellen forms a gritty ball from topsoil that falls apart, which soil component is likely responsible for this?",Clay,Sand,Silt,Humus,option3
1,Students investigated which soil type has the capacity to retain the most water. What were they investigating?,The mass of the soil types,The color of the soil types,The soil type that weighs the most,The soil type that keeps in the most water,option4
1,Bobo poured 50 mL of water into a soil sample; 20 mL of water drained out. How much water was retained in the soil?,20 mL,30 mL,15 mL,50 mL,option2
1,200g of soil collected and dried in the sun weighed 170g. Calculate the percentage of water in the sample.,0.3,0.45,0.15,0.25,option3
1,The heart beats faster after running. Why?,It decreases CO2 in cells and blood has to rush in to supply CO2,It increases O2 in cells and blood rushes in to supply CO2,It decreases O2 in cells and blood rushes in to supply O2,It increases CO2 in cells and blood rushes in to supply O2,option2
1,Which of the following is/are applications of Crystallization?,To obtain pure salt from seawater,To obtain pure alum crystals from an impure alum,To separate kerosene from crude oil,Both 'a' and 'b',option4
