language_id,questions,option1,option2,option3,option4,answer
1,"If a quadrilateral has three right angles, what can you conclude about the fourth angle?",It is also a right angle,It is an acute angle,It is an obtuse angle,It is a straight angle,option1
1,"In a parallelogram, if the diagonals are equal, what type of parallelogram is it?",Rectangle,Square,Rhombus,Cannot be determined,option1
1,"In a quadrilateral, if one pair of opposite sides are parallel and equal, what additional condition is required for it to be a rectangle?",Diagonals are perpendicular,Diagonals are equal,All angles are right angles,All angles are acute angles,option1
1,Which type of drawing represents three-dimensional objects as they appear to the naked eye?,Perspective Drawing,Isometric Drawing,Orthographic Drawing,Projection Drawing,option2
1,"The ordered pair (3, 5) represents a point on the coordinate plane. What is its location?",Quadrant I,Quadrant II,Quadrant III,Quadrant IV,option1
1,"Given the vertices of a triangle as A(2, 4), B(6, 1), and C(3, 7), find the coordinates of the vertex that is in Quadrant II.","A(2, 4)","B(6, 1)","C(3, 7)",None of the above,option4
1,"Two points A(1, 3) and B(4, 7) are given. In which quadrant does the line passing through these points lie?",Quadrant I,Quadrant II,Quadrant III,Quadrant IV,option1
1,"In a graph representing the relationship between time and distance, if time is on the x-axis and distance is on the y-axis, which is the dependent variable?",Distance,Time,Both are independent,Both are dependent,option1
1,"In a graph representing the growth of a plant over time, if each grid square on the x-axis represents 2 days, and each grid square on the y-axis represents 5 cm of growth, what is the scale of the graph?",1 unit = 5 days,1 unit = 2 days,1 unit = 10 cm,1 unit = 1 day,option2
1,"What does the term ""frequency"" represent in a set of data?",The number of times a value occurs,The range of values,The average value,The sum of values,option1
