language_id,questions,option1,option2,option3,option4,answer
1,How do fish survive underwater?,Water's dissolved oxygen aids breathing.,Dissolved carbon dioxide in water aids breathing.,Dissolved nitrogen in water aids breathing.,Fish can survive without breathing oxygen.,option1
1,"At midday, what is happening in the leaves of a plant?", Respiration   ,Photosynthesis,Mainly photosynthesis and some respiration,None of the above,option3
1,"If the Sun stops shining, plants and animals wouldn't survive because?","Plants use the Sun's energy and oxygen to make glucose, which animals eat.","Plants use sunlight and carbon dioxide to create food, releasing Oxygen for animals to breathe.",Plants use the Sun's energy to make carbon dioxide.,"Plants use sunlight to create water, releasing Oxygen for animals to breathe.",option2
1,"If all the trees on Earth were destroyed, what would be the effect on humans?",There would be a lack of Nitrogen,There would be a lack of Oxygen,There would be a lack of fresh water,There would be a lack of Carbon dioxide,option2
1,"Despite ocean water being unusable, what process makes it a major water source for living organisms?",Cloud cycle,Rain cycle,Water cycle,Sea cycle,option3
1,"Over time, as water cycles repeatedly, the Earth's water amount mostly..?",Increase,Decreases,Remains same,Goes up and down,option3
1,What is the process by which water disappears from the roof after a rainy day?,Running,Evaporation,Photosynthesis,Precipitation,option2
1,Salt is separated from seawater by which process?,Filtration,Evaporation, Winnowing,Decantation,option2
1,What is a Mist?,Transparent medium,Translucent medium,Opaque medium,None of the above,option2
1,Choose the correct option for an electric bulb.,Two terminals and one filament,two terminals and two filaments,multiple terminals and single filament,single terminal and single filament,option1
