language_id,questions,option1,option2,option3,option4,answer
1,Bryophyllum has black parts at the boundary of leaves plants. What is the function of this black part?,Black parts indicate that the poor health of the plant,Black parts help to absorb more sunlight,Black parts produce new leaves under suitable conditions,Black parts have no role to play,option3
1,Bobo wants to propagate succulents. Which is the best way she must adapt to do it?,Stem cutting,Leaf cuttings,Root cutting,Sowing the seeds,option2
1,Gappu wants to cut out a stem of a rose plant and plant it in a different pot. What should Gappu keep in mind such that a new plant grows well in the pot?,The stem should have roots,The stem should have leaves,The stem should have a flower in it,The stem should have a node from which new leaves can arise,option4
1,"When you keep food items like bread and fruits outside for a long time especially during the rainy season, you will observe a cottony growth on them. How does it reproduce?",Through spore formation.,Through sexual reproduction.,Through binary fission.,Through fragmentation.,option1
1,"Sporangium leaf is seen under a microscope, and tiny yellowish dots as shown in the image were observed. What are these yellow dots?",Human-made decorations,Stomata,Spores,Phloem cells,option3
1,Paheli uprooted a rose plan. Most of the root tips with hair got left behind. She planted it in a pot with new soil and watered it regularly. Will the plant grow or die?,The plant will grow with good health.,The plant will grow with poor health.,The plant will die immediately.,The plant will die in a few days.,option4
1,"A stick of celery is left in a beaker containing a solution of blue food coloring. After two days, the celery is taken out and it is seen that parts of it have turned blue. What tissue turns blue?",Phloem,Leaf,Stomata,Xylem,option4
1,Plane mirrors and concave mirrors form what type of images?,Plane mirrors form a virtual image.,Concave mirrors form a virtual image.,Plane mirrors form a real image.,Both 'b' and 'c',Option4
1,The image formed by a spherical mirror is always virtual. What mirror could it be?,Concave mirror,Convex mirror,Either concave or convex,None of these,option2
1,Which spherical mirror has the property of diversion?,Convex mirror,Concave mirror,Both of these,None of these,Option1
