language_id,questions,option1,option2,option3,option4,answer
1, How do forests help control soil erosion?,The roots of trees bind the soil,The soil is usually thick around the trees,The roots absorb all the rain water ,None of the above,option1
1,Which of the following inhibits the seepage of rainwater into the ground?,A pukka floor,Playground,Grass lawn,Forest land,option1
1,Select the statements stating the importance of earthworms.,Help to improve water infiltration and soil aeration,Enhance soil nutrient cycling,Enhances the activity of other beneficial soil microorganisms,All of the above,option4
1,Soil conservation measures are mainly aimed at protecting which of the following?,Plants,Top soil,Subsoil,Soil organisms,option2
1,Why do arteries have thick elastic walls?,Rapid blood flows at high pressure,Slow blood flows at low pressure,Rapid blood flows at low pressure,Slow blood flows at high pressure,option1
1,What might be the possible effect of extremely low levels of hemoglobin in the blood?,Blood will change color,Lack of oxygen in cells,Lack of blood in cells,Lack of food in different parts of body,option2
1,If you are jogging and your heart rate goes above 178 what should you do?,Ignore it,Speed up,Sit down and stop jogging,Slow down but keep going,option4
1,In which order does urea pass through structures in the body?,kidney => ureter => urinary bladder => urethra,urinary bladder => kidney => ureter => urethra,kidney => urethra => urinary bladder => ureter,urinary bladder => urethra => kidney => ureter,option3
1,What does the separation of crystals from a concentrated sugar syrup upon cooling indicate?,A physical change that can be reversed.,The chemical change that can be reversed.,A physical change that cannot be reversed.,The chemical change that cannot be reversed.,option1
1,"To obtain crystals of copper sulphate, the hot saturated solution is filtered through a filter paper. What is the reason for this step?",Filtration helps to cool down the solution,Filtration helps to form crystals,Filtration helps to obtain pure crystals,Filtration helps to retain the color of the crystals,option3
